x center,y center,width,height,ImageID,labelID,Area,boxID
0.4686,0.4874,0.3324,0.8289,324,12,0.2756,0
0.5629,0.5063,0.3235,0.8666,325,0,0.2803,0
0.482,0.5126,0.3235,0.854,326,0,0.2762,0
0.4686,0.5063,0.3324,0.8666,327,0,0.2881,0
0.5404,0.544,0.3504,0.7159,328,0,0.2509,0
0.5494,0.5628,0.3145,0.6531,328,0,0.2054,1
0.509,0.5251,0.3235,0.8289,329,0,0.2681,0
0.482,0.4937,0.3414,0.8164,330,0,0.2787,0
0.4955,0.5126,0.3684,0.8038,331,0,0.2961,0
0.5,0.5314,0.3055,0.7159,331,0,0.2187,1
0.4191,0.4937,0.4133,0.8415,332,0,0.3478,0
0.491,0.5126,0.2875,0.8038,333,0,0.2311,0
0.473,0.5126,0.3414,0.8038,334,0,0.2744,0
0.5404,0.4435,0.6739,0.5149,335,1,0.347,0
0.4191,0.5,0.3235,0.7787,336,0,0.2519,0
0.5449,0.5063,0.5211,0.8415,337,0,0.4385,0
0.5764,0.5126,0.4223,0.7787,337,0,0.3288,1
0.509,0.4498,0.6469,0.4019,338,9,0.26,0
0.5,0.456,0.3594,0.7661,339,0,0.2753,0
0.4955,0.5377,0.3863,0.8038,340,0,0.3105,0
0.5,0.4749,0.4313,0.8038,341,0,0.3467,0
0.5,0.4686,0.3594,0.741,341,0,0.2663,1
0.5,0.4937,0.5031,0.8164,342,0,0.4108,0
0.5135,0.5126,0.3863,0.7536,342,0,0.2911,1
0.4551,0.5,0.3235,0.8038,343,0,0.26,0
0.5719,0.4937,0.2875,0.8164,344,0,0.2347,0
0.4461,0.5126,0.3414,0.8038,345,0,0.2744,0
0.5,0.5,0.3774,0.854,346,0,0.3223,0
0.518,0.5502,0.3414,0.7285,347,0,0.2487,0
0.5494,0.5188,0.4403,0.7913,348,0,0.3483,0
0.527,0.5314,0.3414,0.7159,348,0,0.2444,1
0.5539,0.5,0.3414,0.8038,349,0,0.2744,0
0.5359,0.4874,0.3235,0.8289,350,0,0.2681,0
0.509,0.5188,0.3594,0.741,351,0,0.2663,0
0.527,0.5126,0.4492,0.8038,351,0,0.3611,1
0.4065,0.4938,0.534,0.846,352,0,0.4518,0
0.4332,0.4938,0.4272,0.7714,352,0,0.3296,1
0.4466,0.4751,0.3471,0.8087,353,12,0.2807,0
0.4733,0.5249,0.3293,0.7838,354,0,0.2581,0
0.5,0.4937,0.3774,0.854,355,0,0.3223,0
0.482,0.5377,0.3594,0.8163,356,12,0.2934,0
0.473,0.5628,0.3414,0.7661,357,0,0.2616,0
0.4371,0.5,0.3414,0.8163,358,12,0.2787,0
0.4865,0.5,0.3145,0.8414,359,12,0.2646,0
0.482,0.5126,0.2875,0.8414,360,12,0.2419,0
0.473,0.5126,0.3414,0.7912,361,12,0.2701,0
0.4955,0.5188,0.3504,0.8289,362,0,0.2904,0
0.4955,0.2928,0.4043,0.4772,363,11,0.193,0
0.5,0.5126,0.3414,0.8414,364,12,0.2873,0
0.5539,0.4874,0.3055,0.8163,365,12,0.2494,0
0.5629,0.5126,0.3594,0.8414,366,12,0.3024,0
0.5359,0.5126,0.3774,0.8665,367,12,0.327,0
0.4146,0.5126,0.3863,0.8163,368,0,0.3154,0
0.4146,0.5188,0.3324,0.7535,368,0,0.2505,1
0.4596,0.5126,0.2965,0.8665,369,12,0.2569,0
0.509,0.5,0.3414,0.8414,370,12,0.2873,0
0.5039,0.4891,0.3044,0.8303,371,8,0.2528,0
0.4805,0.5055,0.2888,0.8194,372,8,0.2367,0
0.5117,0.5328,0.3044,0.8303,373,8,0.2528,0
0.4688,0.4891,0.2966,0.8521,374,8,0.2528,0
0.4922,0.5,0.2966,0.8084,375,8,0.2398,0
0.5078,0.4891,0.2966,0.8084,376,8,0.2398,0
0.4689,0.5072,0.4348,0.8834,377,0,0.3841,0
0.4197,0.4925,0.6207,0.883,378,0,0.548,0
0.4197,0.4925,0.428,0.853,378,0,0.3651,1
0.5529,0.5074,0.6772,0.8873,379,0,0.6009,0
0.5794,0.4926,0.5397,0.8281,379,0,0.4469,1
0.4524,0.5,0.3704,0.9021,380,12,0.3341,0
0.4524,0.5074,0.6878,0.8873,381,0,0.6103,0
0.4841,0.5148,0.5397,0.8725,381,0,0.4709,1
0.463,0.5,0.3704,0.9021,382,12,0.3341,0
0.4048,0.4778,0.4656,0.8577,383,0,0.3994,0
0.4365,0.5074,0.5926,0.8873,383,0,0.5258,1
0.4683,0.5148,0.5714,0.8725,384,0,0.4986,0
0.463,0.5296,0.455,0.8134,384,0,0.3701,1
0.3889,0.4926,0.6032,0.8577,385,0,0.5174,0
0.4101,0.4926,0.455,0.8281,385,0,0.3768,1
0.4683,0.5,0.3598,0.9021,386,12,0.3246,0
0.4365,0.5074,0.4233,0.8873,387,0,0.3756,0
0.4825,0.4756,0.6029,0.3421,388,8,0.2063,0
0.5131,0.5183,0.6291,0.3543,389,8,0.2229,0
0.4782,0.5183,0.5941,0.3543,390,8,0.2105,0
0.3908,0.5061,0.5941,0.3299,391,8,0.196,0
0.5,0.4623,0.2875,0.8037,392,0,0.2311,0
0.4961,0.5,0.2888,0.8407,393,8,0.2428,0
0.5273,0.4727,0.2888,0.808,394,8,0.2334,0
0.5078,0.4945,0.281,0.808,395,8,0.2271,0
0.5156,0.4891,0.281,0.8189,396,8,0.2301,0
0.5312,0.4672,0.281,0.8189,397,8,0.2301,0
0.5,0.4945,0.281,0.8298,398,8,0.2332,0
0.4102,0.4891,0.2888,0.8189,399,8,0.2365,0
0.4727,0.4891,0.2888,0.8189,400,8,0.2365,0
0.4727,0.4782,0.2888,0.8189,401,8,0.2365,0
0.5039,0.4782,0.2888,0.8189,402,8,0.2365,0
0.4766,0.4727,0.2966,0.808,403,8,0.2397,0
0.4922,0.4836,0.2966,0.808,404,8,0.2397,0
0.5234,0.4618,0.2966,0.808,405,8,0.2397,0
0.5156,0.4945,0.2966,0.808,406,8,0.2397,0
0.4844,0.5164,0.2966,0.808,407,8,0.2397,0
0.4922,0.4563,0.2966,0.7971,408,8,0.2364,0
0.4922,0.5273,0.2966,0.808,409,8,0.2397,0
0.4883,0.4672,0.3044,0.7971,410,8,0.2427,0
0.5117,0.5164,0.2888,0.808,411,8,0.2334,0
0.4375,0.4727,0.281,0.8298,412,8,0.2332,0
0.4805,0.5328,0.2888,0.8407,413,8,0.2428,0
0.461,0.4891,0.281,0.8189,414,8,0.2301,0
0.379,0.4891,0.3044,0.8407,415,8,0.256,0
0.461,0.4891,0.281,0.8189,416,8,0.2301,0
0.4141,0.4618,0.281,0.808,417,8,0.2271,0
0.5,0.5055,0.2966,0.8517,418,8,0.2526,0
0.4844,0.5,0.2966,0.8407,419,8,0.2494,0
0.4883,0.5109,0.2888,0.8407,420,8,0.2428,0
0.5078,0.5,0.281,0.8407,421,8,0.2363,0
0.418,0.4618,0.2732,0.808,422,8,0.2208,0
0.5195,0.5164,0.3044,0.8298,423,8,0.2526,0
0.5195,0.4727,0.2888,0.8298,424,8,0.2397,0
0.379,0.4782,0.2732,0.8189,425,8,0.2237,0
0.4649,0.4727,0.2888,0.8298,426,8,0.2397,0
0.4805,0.4782,0.2888,0.8407,427,8,0.2428,0
0.5195,0.4727,0.2888,0.8298,428,8,0.2397,0
0.5356,0.5249,0.3649,0.759,429,5,0.277,0
0.476,0.4833,0.7367,0.5442,430,8,0.4009,0
0.4134,0.522,0.2755,0.8264,431,8,0.2277,0
0.5039,0.478,0.2834,0.8485,432,8,0.2404,0
0.4685,0.4614,0.2755,0.8154,433,8,0.2246,0
0.4961,0.4835,0.2991,0.8154,434,8,0.2439,0
0.4657,0.4094,0.32,0.7141,435,5,0.2285,0
0.5533,0.5853,0.2667,0.7461,436,8,0.199,0
0.2105,0.5373,0.2667,0.7355,436,8,0.1961,1
0.4577,0.5074,0.4233,0.9019,437,12,0.3817,0
0.4471,0.5074,0.4021,0.9019,438,12,0.3627,0
0.4418,0.5148,0.4127,0.8871,439,12,0.3661,0
0.4365,0.5222,0.6349,0.8723,440,0,0.5538,0
0.4048,0.5222,0.4868,0.8427,440,0,0.4102,1
0.4101,0.5074,0.4127,0.9019,441,12,0.3722,0
0.5212,0.5074,0.4021,0.9019,442,12,0.3627,0
0.5225,0.3784,0.7272,0.6395,443,11,0.465,0
0.5,0.5585,0.7079,0.3873,444,8,0.2742,0
0.5,0.5879,0.7248,0.5274,445,9,0.3822,0
0.4962,0.5859,0.3149,0.7512,446,0,0.2366,0
0.4798,0.4944,0.5085,0.8686,447,0,0.4417,0
0.8269,0.5846,0.2986,0.7558,447,9,0.2257,1
0.497,0.4881,0.7535,0.4188,448,8,0.3155,0
0.5654,0.4327,0.7843,0.575,449,9,0.451,0
0.4911,0.533,0.4005,0.8148,450,9,0.3264,0
0.4911,0.533,0.4005,0.8148,451,9,0.3264,0
0.4911,0.533,0.4005,0.8148,452,9,0.3264,0
0.4911,0.533,0.4005,0.8148,453,9,0.3264,0
0.4911,0.533,0.4005,0.8148,454,9,0.3264,0
0.5205,0.5054,0.3859,0.829,455,8,0.3199,0
0.5657,0.5,0.3612,0.7536,456,8,0.2722,0
0.4179,0.5215,0.4598,0.785,457,8,0.3609,0
0.5359,0.4823,0.3235,0.7651,458,0,0.2475,0
0.4584,0.4818,0.4068,0.8117,459,9,0.3302,0
0.5139,0.5545,0.4253,0.7875,460,9,0.3349,0
0.4769,0.5606,0.4068,0.7753,461,9,0.3154,0
0.4911,0.5339,0.4005,0.8365,462,9,0.335,0
0.4911,0.5339,0.4005,0.8365,463,9,0.335,0
0.4911,0.5339,0.4005,0.8365,464,9,0.335,0
0.4911,0.5339,0.4005,0.8365,465,9,0.335,0
0.4138,0.4516,0.3202,0.6998,466,0,0.2241,0
0.4138,0.4677,0.2709,0.6029,466,0,0.1633,1
0.5037,0.5049,0.24,0.6782,467,8,0.1628,0
0.4729,0.5168,0.231,0.3326,468,12,0.0768,0
0.4199,0.7873,0.5057,0.3095,469,5,0.1565,0
0.4284,0.8426,0.4888,0.221,470,5,0.108,0
0.4857,0.4756,0.2031,0.364,471,12,0.0739,0
0.1131,0.7448,0.0866,0.2625,472,8,0.0227,0
0.8314,0.2783,0.0893,0.2661,473,8,0.0238,0
0.1668,0.7279,0.0863,0.2615,474,8,0.0226,0
0.1077,0.7413,0.1515,0.2804,475,0,0.0425,0
0.5,0.5511,0.4675,0.8294,476,0,0.3878,0
0.4654,0.5341,0.329,0.7499,477,0,0.2467,0
0.4784,0.5341,0.2857,0.6362,477,0,0.1818,1
0.4895,0.4219,0.3011,0.7445,478,8,0.2242,0
0.437,0.5046,0.3081,0.7812,479,8,0.2407,0
0.4913,0.483,0.5714,0.8847,480,0,0.5055,0
0.4913,0.5284,0.3983,0.7713,481,0,0.3072,0
0.6082,0.5454,0.5281,0.8507,482,12,0.4493,0
0.5087,0.449,0.5368,0.8166,483,8,0.4384,0
0.5043,0.4206,0.4762,0.7599,484,8,0.3619,0
0.4911,0.5354,0.4005,0.8726,485,9,0.3495,0
0.5575,0.4839,0.3777,0.8289,486,8,0.313,0
0.4672,0.5215,0.4269,0.8396,487,8,0.3585,0
0.4631,0.5538,0.3695,0.8396,488,9,0.3102,0
0.4548,0.4892,0.3859,0.7535,489,9,0.2908,0
0.5298,0.5111,0.3146,0.7467,490,0,0.2349,0
0.5128,0.5279,0.3656,0.7578,491,0,0.2771,0
0.5,0.4307,0.4056,0.7855,492,0,0.3186,0
0.5176,0.4134,0.388,0.7509,492,0,0.2913,1
0.457,0.5188,0.3366,0.7988,493,8,0.2689,0
0.5501,0.4436,0.3652,0.7988,494,8,0.2917,0
0.4893,0.4859,0.3151,0.827,495,8,0.2606,0
0.5143,0.453,0.3509,0.7988,496,8,0.2803,0
0.4893,0.453,0.3151,0.7988,497,8,0.2517,0
0.5716,0.4154,0.3222,0.7425,498,8,0.2392,0
0.4499,0.4342,0.3079,0.7425,499,8,0.2286,0
0.4928,0.4953,0.3079,0.8458,500,8,0.2604,0
0.4821,0.4295,0.2864,0.7894,501,8,0.2261,0
0.5251,0.4389,0.3008,0.7894,502,8,0.2374,0
0.5788,0.4342,0.3079,0.7613,503,8,0.2344,0
0.457,0.4671,0.3079,0.827,504,8,0.2547,0
0.4714,0.5,0.3366,0.8176,505,8,0.2752,0
0.4874,0.4779,0.3203,0.7742,506,8,0.248,0
0.3384,0.4714,0.3495,0.7334,507,9,0.2563,0
0.701,0.5974,0.3582,0.7564,507,9,0.271,1
0.6922,0.5115,0.3408,0.722,508,9,0.246,0
0.1742,0.3959,0.284,0.7231,509,8,0.2054,0
0.4833,0.4562,0.3509,0.8436,509,8,0.296,1
0.8216,0.5712,0.3091,0.8107,509,8,0.2506,2
0.4627,0.4837,0.5963,0.3582,510,0,0.2136,0
0.5294,0.5385,0.3292,0.4929,511,9,0.1623,0
0.5,0.527,0.4703,0.2696,512,9,0.1268,0
0.4677,0.3768,0.2646,0.4775,513,9,0.1263,0
0.5176,0.4807,0.2352,0.3774,514,9,0.0888,0
0.4957,0.5225,0.4633,0.8444,515,0,0.3912,0
0.4786,0.5113,0.3947,0.7318,515,0,0.2888,1
0.5515,0.5394,0.3175,0.7881,516,0,0.2502,0
0.5472,0.4606,0.3089,0.7431,517,0,0.2295,0
0.5472,0.4662,0.2746,0.6868,517,0,0.1886,1
0.5129,0.5113,0.326,0.7769,518,0,0.2533,0
0.5214,0.5113,0.2917,0.6868,518,0,0.2004,1
0.5472,0.4606,0.3089,0.7431,519,0,0.2295,0
0.5472,0.4662,0.2746,0.6868,519,0,0.1886,1
0.3717,0.6907,0.2281,0.5458,520,0,0.1245,0
0.3831,0.6458,0.1939,0.486,521,0,0.0942,0
0.4672,0.4569,0.4269,0.7866,522,9,0.3358,0
0.4702,0.4833,0.2806,0.7471,523,0,0.2096,0
0.568,0.539,0.3061,0.7694,524,0,0.2355,0
0.5383,0.5279,0.3316,0.7471,525,0,0.2478,0
0.4065,0.4554,0.3741,0.7583,526,0,0.2837,0
0.4065,0.4665,0.3061,0.6914,526,0,0.2116,1
0.449,0.4833,0.2891,0.814,527,12,0.2353,0
0.5085,0.4108,0.3061,0.7583,528,0,0.2321,0
0.5935,0.5725,0.3231,0.7471,529,0,0.2414,0
0.4915,0.5112,0.3571,0.7806,530,8,0.2788,0
0.5043,0.5502,0.3146,0.7694,531,0,0.2421,0
0.5298,0.5446,0.2976,0.736,532,0,0.219,0
0.5085,0.5112,0.2891,0.736,533,0,0.2128,0
0.5298,0.5613,0.4337,0.814,534,12,0.353,0
0.5128,0.5279,0.3316,0.7694,535,0,0.2552,0
0.5425,0.5502,0.4422,0.7917,536,0,0.3501,0
0.5383,0.5446,0.3656,0.6691,536,0,0.2446,1
0.4192,0.5446,0.4337,0.7806,537,0,0.3385,0
0.5255,0.5836,0.3401,0.7471,538,0,0.2541,0
0.5638,0.5223,0.3316,0.8029,539,0,0.2663,0
0.5085,0.5613,0.2891,0.7471,540,8,0.216,0
0.4362,0.2881,0.5187,0.5129,541,11,0.2661,0
0.5638,0.5502,0.3316,0.7917,542,0,0.2626,0
0.5128,0.539,0.5527,0.8363,543,0,0.4623,0
0.5255,0.5502,0.4082,0.7248,543,0,0.2958,1
0.4617,0.4833,0.3316,0.814,544,12,0.27,0
0.5085,0.539,0.3231,0.814,545,0,0.263,0
0.4277,0.5167,0.3316,0.7694,546,0,0.2552,0
0.4915,0.4721,0.3401,0.7917,547,0,0.2693,0
0.4405,0.5223,0.2891,0.7806,548,0,0.2257,0
0.5128,0.5781,0.3146,0.7583,549,0,0.2386,0
0.4575,0.4888,0.2891,0.7137,550,0,0.2063,0
0.5043,0.4275,0.2976,0.7248,551,0,0.2157,0
0.449,0.4944,0.3231,0.7471,552,0,0.2414,0
0.5255,0.4219,0.3231,0.736,553,0,0.2378,0
0.5255,0.5446,0.3231,0.7806,554,0,0.2522,0
0.5255,0.5836,0.3401,0.7694,555,0,0.2617,0
0.517,0.5669,0.3231,0.7583,556,0,0.245,0
0.4617,0.5056,0.3146,0.7471,557,0,0.2351,0
0.5425,0.5669,0.3401,0.7137,558,0,0.2427,0
0.4617,0.4888,0.2976,0.736,559,0,0.219,0
0.5085,0.4944,0.4762,0.8586,560,0,0.4089,0
0.466,0.4777,0.3401,0.7806,560,0,0.2655,1
0.4957,0.4888,0.5017,0.7806,561,0,0.3916,0
0.4787,0.4888,0.3997,0.6691,561,0,0.2674,1
0.5298,0.5836,0.3146,0.7471,562,0,0.2351,0
0.5553,0.5335,0.5187,0.7806,563,0,0.4049,0
0.5255,0.539,0.3741,0.6802,563,0,0.2545,1
0.5383,0.5112,0.3146,0.7583,564,0,0.2386,0
0.5036,0.4534,0.3198,0.7728,565,8,0.2472,0
0.5391,0.3929,0.2772,0.7262,566,8,0.2013,0
0.4716,0.4721,0.2985,0.81,567,8,0.2418,0
0.4609,0.4395,0.3767,0.7635,568,8,0.2876,0
0.5142,0.3883,0.3127,0.6983,569,8,0.2184,0
0.5604,0.4022,0.334,0.7448,570,8,0.2488,0
0.5213,0.4348,0.3127,0.7728,571,8,0.2417,0
0.5,0.4395,0.2985,0.8007,572,8,0.239,0
0.5391,0.4302,0.3198,0.8007,573,8,0.2561,0
0.5782,0.4069,0.2985,0.7355,574,8,0.2196,0
0.4822,0.4488,0.3198,0.8193,575,8,0.262,0
0.532,0.4518,0.3056,0.7536,576,8,0.2303,0
0.3996,0.6558,0.2352,0.4956,577,0,0.1166,0
0.3795,0.6699,0.241,0.5098,578,0,0.1228,0
0.348,0.1885,0.3844,0.2407,579,8,0.0925,0
0.3193,0.4823,0.4188,0.2336,579,8,0.0979,1
0.2676,0.7726,0.4188,0.2336,579,8,0.0979,2
0.4683,0.3769,0.7438,0.5258,580,11,0.3911,0
0.1742,0.4226,0.284,0.7327,581,8,0.2081,0
0.5,0.469,0.3843,0.8255,581,8,0.3172,1
0.8258,0.5774,0.3008,0.7533,581,8,0.2266,2
0.1951,0.3349,0.3091,0.5572,582,5,0.1722,0
0.5125,0.5052,0.3759,0.6707,582,5,0.2522,1
0.5214,0.5423,0.326,0.6983,583,0,0.2277,0
0.53,0.5423,0.3432,0.6983,584,0,0.2397,0
0.53,0.5529,0.3089,0.6348,584,0,0.1961,1
0.5472,0.5794,0.3604,0.7301,585,0,0.2631,0
0.53,0.5265,0.3432,0.7724,586,12,0.2651,0
0.5214,0.5582,0.2917,0.7089,587,0,0.2068,0
0.5386,0.5476,0.3775,0.6877,588,0,0.2596,0
0.5386,0.5476,0.3432,0.6243,588,0,0.2142,1
0.5472,0.5529,0.3089,0.7406,589,12,0.2288,0
0.5129,0.5423,0.3089,0.6983,590,0,0.2157,0
0.5129,0.5476,0.2746,0.6243,590,0,0.1714,1
0.5472,0.4735,0.4462,0.7301,591,0,0.3257,0
0.5386,0.4524,0.3432,0.6666,591,0,0.2288,1
0.5128,0.5263,0.3146,0.7351,592,0,0.2313,0
0.5085,0.5158,0.3231,0.7141,593,0,0.2307,0
0.3883,0.5616,0.388,0.2248,594,9,0.0872,0
0.5345,0.4957,0.3451,0.5872,595,9,0.2026,0
0.4965,0.5348,0.3104,0.5572,596,8,0.1729,0
0.5338,0.4621,0.3318,0.5608,597,0,0.1861,0
0.4724,0.5493,0.3072,0.5381,598,9,0.1653,0
0.5424,0.4738,0.3678,0.6746,599,8,0.2481,0
0.3739,0.5856,0.3091,0.5216,600,9,0.1612,0
0.2157,0.6184,0.3152,0.6257,601,7,0.1972,0
0.4897,0.5254,0.3563,0.6257,601,7,0.2229,1
0.4802,0.4939,0.377,0.7955,602,8,0.2999,0
0.5347,0.4878,0.4266,0.8567,603,8,0.3655,0
0.5347,0.5184,0.4067,0.82,604,8,0.3335,0
0.5347,0.5122,0.3869,0.8078,605,8,0.3125,0
0.4752,0.4816,0.4067,0.82,606,8,0.3335,0
0.5198,0.4878,0.4365,0.8567,607,8,0.374,0
0.5496,0.5428,0.377,0.771,608,8,0.2907,0
0.5347,0.4939,0.4464,0.771,609,9,0.3442,0
0.5546,0.5367,0.3869,0.8078,610,8,0.3125,0
0.5298,0.5245,0.4563,0.8322,611,8,0.3798,0
0.4554,0.4816,0.4067,0.8445,612,8,0.3435,0
0.5347,0.4816,0.4067,0.8445,613,8,0.3435,0
0.5189,0.4971,0.3678,0.6918,614,8,0.2544,0
0.4877,0.4924,0.3087,0.5806,615,0,0.1792,0
0.537,0.4083,0.3087,0.55,616,0,0.1698,0
0.5241,0.5409,0.8077,0.439,617,8,0.3546,0
0.5,0.4915,0.3494,0.567,618,0,0.1981,0
0.7878,0.3688,0.2946,0.5247,618,9,0.1546,1
0.4877,0.5304,0.4485,0.334,619,9,0.1498,0
0.5215,0.4962,0.2704,0.5237,620,9,0.1416,0
0.4693,0.5038,0.3257,0.463,621,9,0.1508,0
0.3592,0.6516,0.2516,0.4955,622,0,0.1247,0
0.3712,0.659,0.2755,0.5251,623,0,0.1447,0
0.4052,0.4943,0.208,0.4334,624,0,0.0902,0
0.6942,0.3432,0.3606,0.2338,624,8,0.0843,1
0.6849,0.597,0.2959,0.2053,624,9,0.0607,2
0.4969,0.519,0.3195,0.516,625,9,0.1649,0
0.5061,0.6581,0.2442,0.1506,626,9,0.0368,0
0.5046,0.4849,0.235,0.1656,626,9,0.0389,1
0.5153,0.3287,0.2442,0.1468,627,9,0.0358,0
0.5122,0.4944,0.232,0.1769,627,9,0.041,1
0.4786,0.4981,0.2442,0.1393,628,8,0.034,0
0.5488,0.4511,0.293,0.6248,629,7,0.1831,0
0.5015,0.3099,0.2534,0.1619,630,9,0.041,0
0.4985,0.4868,0.2228,0.1619,630,9,0.0361,1
0.5033,0.5242,0.4762,0.3544,631,9,0.1687,0
0.3532,0.4758,0.3196,0.5155,632,9,0.1648,0
0.5228,0.5403,0.3066,0.6604,633,0,0.2025,0
0.363,0.5121,0.2479,0.4752,634,9,0.1178,0
0.4545,0.4949,0.4472,0.838,635,8,0.3747,0
0.4685,0.5291,0.3227,0.6607,636,8,0.2132,0
0.4699,0.5558,0.4461,0.2604,637,8,0.1161,0
0.4458,0.8645,0.434,0.2232,637,8,0.0969,1
0.3885,0.6748,0.2712,0.5133,638,0,0.1392,0
0.6757,0.4743,0.1757,0.4561,639,12,0.0801,0
0.389,0.5257,0.1572,0.3991,640,0,0.0627,0
0.3844,0.5285,0.1572,0.4048,641,0,0.0636,0
0.4237,0.4914,0.208,0.4447,642,0,0.0925,0
0.7265,0.3461,0.3421,0.1996,642,8,0.0683,1
0.7265,0.6169,0.3236,0.2281,642,9,0.0738,2
0.4214,0.52,0.1572,0.3991,643,0,0.0627,0
0.6248,0.5029,0.1849,0.4219,644,0,0.078,0
0.5,0.4904,0.4528,0.742,645,0,0.336,0
0.5078,0.5241,0.3123,0.636,646,8,0.1986,0
0.5312,0.4181,0.3123,0.6553,647,8,0.2046,0
0.5039,0.4422,0.2888,0.6264,648,8,0.1809,0
0.4844,0.4807,0.2966,0.6457,649,8,0.1915,0
0.4258,0.4904,0.3513,0.6649,650,8,0.2336,0
0.4649,0.5145,0.3357,0.6746,651,8,0.2264,0
0.4141,0.4711,0.3279,0.6649,652,8,0.218,0
0.8554,0.6746,0.2415,0.4685,653,5,0.1132,0
0.4225,0.6275,0.2123,0.4602,654,0,0.0977,0
0.5887,0.5806,0.4949,0.7946,655,9,0.3932,0
0.421,0.5,0.1626,0.4186,656,7,0.0681,0
0.7184,0.3738,0.3391,0.2237,656,8,0.0759,1
0.7021,0.6176,0.3252,0.2409,656,9,0.0783,2
0.4612,0.4521,0.3527,0.6356,657,0,0.2242,0
0.3131,0.3912,0.3104,0.5485,658,9,0.1703,0
0.5259,0.5575,0.3934,0.2299,659,0,0.0904,0
0.4819,0.5255,0.3468,0.2299,660,0,0.0797,0
0.4767,0.4585,0.3778,0.2235,661,0,0.0844,0
0.4974,0.5128,0.3571,0.2426,662,0,0.0867,0
0.5026,0.484,0.3882,0.2873,663,0,0.1115,0
0.5078,0.5032,0.3778,0.2745,664,0,0.1037,0
0.5543,0.5192,0.3675,0.5491,665,5,0.2018,0
0.5052,0.5511,0.3727,0.2682,666,0,0.0999,0
0.5104,0.4362,0.3623,0.2809,667,0,0.1018,0
0.4948,0.4936,0.3416,0.2426,668,0,0.0829,0
0.4871,0.4713,0.3675,0.2618,669,0,0.0962,0
0.5,0.5319,0.352,0.2171,670,0,0.0764,0
0.4974,0.4745,0.3882,0.2809,671,0,0.1091,0
0.4664,0.4968,0.3675,0.2235,672,8,0.0821,0
0.4896,0.4745,0.4037,0.2426,673,8,0.098,0
0.4767,0.4745,0.3778,0.2299,674,0,0.0868,0
0.5052,0.4968,0.383,0.2107,675,0,0.0807,0
0.5104,0.5064,0.3623,0.2299,676,0,0.0833,0
0.5052,0.5351,0.352,0.2235,677,0,0.0787,0
0.4896,0.5223,0.3416,0.1979,678,0,0.0676,0
0.4922,0.5798,0.3675,0.3384,679,0,0.1244,0
0.4871,0.4968,0.3571,0.2107,680,0,0.0752,0
0.5026,0.5032,0.3778,0.1979,681,0,0.0748,0
0.4664,0.4681,0.3468,0.2554,682,0,0.0886,0
0.5155,0.4904,0.4244,0.2873,683,12,0.1219,0
0.5078,0.5511,0.3675,0.2426,684,0,0.0892,0
0.5,0.516,0.352,0.2362,685,0,0.0831,0
0.4974,0.4808,0.3571,0.2043,686,0,0.073,0
0.4845,0.4968,0.3727,0.2235,687,0,0.0833,0
0.4948,0.5064,0.383,0.2554,688,0,0.0978,0
0.4845,0.4936,0.3623,0.2426,689,0,0.0879,0
0.5,0.4389,0.541,0.2916,690,8,0.1578,0
0.5343,0.4671,0.5486,0.2916,691,8,0.16,0
0.5267,0.4577,0.5333,0.3104,692,8,0.1656,0
0.3183,0.2709,0.1375,0.2532,693,0,0.0348,0
0.4168,0.5921,0.2123,0.5099,694,0,0.1083,0
0.5122,0.5226,0.4518,0.8595,695,8,0.3883,0
0.5092,0.4698,0.4212,0.8294,696,8,0.3494,0
0.5244,0.4925,0.4396,0.8444,697,8,0.3712,0
0.4811,0.4477,0.6318,0.2791,698,8,0.1763,0
0.4811,0.5465,0.6506,0.3139,699,8,0.2043,0
0.467,0.5988,0.6035,0.3023,700,8,0.1824,0
0.467,0.4419,0.7355,0.5697,701,9,0.419,0
0.5,0.5872,0.6318,0.3256,702,8,0.2057,0
0.4481,0.6453,0.6978,0.5581,703,9,0.3894,0
0.5047,0.5714,0.6978,0.571,704,9,0.3985,0
0.4387,0.4231,0.6601,0.4942,705,9,0.3262,0
0.4717,0.4341,0.6695,0.4942,706,9,0.3308,0
0.4859,0.478,0.6789,0.4942,707,9,0.3355,0
0.5283,0.4396,0.6884,0.5051,708,9,0.3477,0
0.5189,0.4286,0.6884,0.4832,709,9,0.3326,0
0.5377,0.5824,0.6318,0.2855,710,8,0.1804,0
0.5802,0.5329,0.6412,0.3185,711,8,0.2042,0
0.5471,0.489,0.6318,0.2965,712,8,0.1873,0
0.493,0.5082,0.3221,0.6535,713,8,0.2105,0
0.4825,0.5572,0.3431,0.6862,714,8,0.2355,0
0.8536,0.6266,0.2451,0.6454,714,8,0.1582,1
0.5483,0.5337,0.3411,0.5025,715,5,0.1714,0
0.4614,0.4925,0.3218,0.57,716,0,0.1834,0
0.471,0.4925,0.2896,0.525,716,0,0.152,1
0.2072,0.3763,0.2896,0.5025,716,9,0.1455,2
0.4903,0.5283,0.4276,0.8374,717,8,0.3581,0
0.4303,0.4549,0.5497,0.3067,718,8,0.1686,0
0.452,0.4398,0.2658,0.559,719,8,0.1486,0
0.3905,0.6222,0.6571,0.3443,720,8,0.2263,0
0.4476,0.45,0.6381,0.4665,721,9,0.2977,0
0.4476,0.4667,0.7143,0.522,722,9,0.3729,0
0.4857,0.5555,0.7714,0.5887,723,9,0.4541,0
0.4952,0.45,0.7143,0.5109,724,9,0.3649,0
