ImageID,GT_labelID,Filtered_labelID,Result,GT_x_center,GT_y_center,GT_width,GT_height,GT_Area,GT_boxID,Filtered_x_center,Filtered_y_center,Filtered_width,Filtered_height,Filtered_Area,Unnamed: 0,x center,y center,width,height,confidence,labelID,Area,boxID,Tag,Type,Signature,predTag,Train Comparison,Test Comparison
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,438,0.2145,0.2607,0.1054,0.2988,0.0022,9,0.0315,4,1,1,C,1,,1.0
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,439,0.6432,0.7383,0.1999,0.3025,0.0021,9,0.0605,5,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,434,0.8021,0.768,0.0855,0.2649,0.9362,9,0.0226,0,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,435,0.5028,0.4789,0.089,0.2688,0.9324,9,0.0239,1,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,436,0.3368,0.5332,0.209,0.1936,0.9125,9,0.0405,2,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,437,0.6358,0.5012,0.1854,0.2802,0.0052,9,0.052,3,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,438,0.2145,0.2607,0.1054,0.2988,0.0022,9,0.0315,4,1,1,C,1,,1.0
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,439,0.6432,0.7383,0.1999,0.3025,0.0021,9,0.0605,5,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,434,0.8021,0.768,0.0855,0.2649,0.9362,9,0.0226,0,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,435,0.5028,0.4789,0.089,0.2688,0.9324,9,0.0239,1,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,436,0.3368,0.5332,0.209,0.1936,0.9125,9,0.0405,2,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,437,0.6358,0.5012,0.1854,0.2802,0.0052,9,0.052,3,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,438,0.2145,0.2607,0.1054,0.2988,0.0022,9,0.0315,4,1,1,C,1,,1.0
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,439,0.6432,0.7383,0.1999,0.3025,0.0021,9,0.0605,5,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,434,0.8021,0.768,0.0855,0.2649,0.9362,9,0.0226,0,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,435,0.5028,0.4789,0.089,0.2688,0.9324,9,0.0239,1,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,436,0.3368,0.5332,0.209,0.1936,0.9125,9,0.0405,2,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,437,0.6358,0.5012,0.1854,0.2802,0.0052,9,0.052,3,1,1,C,1,1.0,
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,438,0.2145,0.2607,0.1054,0.2988,0.0022,9,0.0315,4,1,1,C,1,,1.0
116.0,9.0,9,same pass,0.336,0.5344,0.2057,0.1792,0.0369,0.0,0.8021,0.768,0.0855,0.2649,0.0226,439,0.6432,0.7383,0.1999,0.3025,0.0021,9,0.0605,5,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,442,0.7942,0.838,0.0835,0.2465,0.9452,9,0.0206,0,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,443,0.4981,0.5528,0.0893,0.2683,0.9324,9,0.024,1,1,1,C,1,,1.0
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,444,0.3293,0.6114,0.2057,0.1896,0.9206,9,0.039,2,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,445,0.6387,0.4981,0.1713,0.3043,0.0032,9,0.0521,3,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,446,0.9727,0.8738,0.0162,0.1728,0.0017,9,0.0028,4,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,442,0.7942,0.838,0.0835,0.2465,0.9452,9,0.0206,0,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,443,0.4981,0.5528,0.0893,0.2683,0.9324,9,0.024,1,1,1,C,1,,1.0
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,444,0.3293,0.6114,0.2057,0.1896,0.9206,9,0.039,2,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,445,0.6387,0.4981,0.1713,0.3043,0.0032,9,0.0521,3,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,446,0.9727,0.8738,0.0162,0.1728,0.0017,9,0.0028,4,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,442,0.7942,0.838,0.0835,0.2465,0.9452,9,0.0206,0,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,443,0.4981,0.5528,0.0893,0.2683,0.9324,9,0.024,1,1,1,C,1,,1.0
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,444,0.3293,0.6114,0.2057,0.1896,0.9206,9,0.039,2,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,445,0.6387,0.4981,0.1713,0.3043,0.0032,9,0.0521,3,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,446,0.9727,0.8738,0.0162,0.1728,0.0017,9,0.0028,4,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,442,0.7942,0.838,0.0835,0.2465,0.9452,9,0.0206,0,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,443,0.4981,0.5528,0.0893,0.2683,0.9324,9,0.024,1,1,1,C,1,,1.0
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,444,0.3293,0.6114,0.2057,0.1896,0.9206,9,0.039,2,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,445,0.6387,0.4981,0.1713,0.3043,0.0032,9,0.0521,3,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,446,0.9727,0.8738,0.0162,0.1728,0.0017,9,0.0028,4,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,442,0.7942,0.838,0.0835,0.2465,0.9452,9,0.0206,0,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,443,0.4981,0.5528,0.0893,0.2683,0.9324,9,0.024,1,1,1,C,1,,1.0
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,444,0.3293,0.6114,0.2057,0.1896,0.9206,9,0.039,2,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,445,0.6387,0.4981,0.1713,0.3043,0.0032,9,0.0521,3,1,1,C,1,1.0,
117.0,9.0,9,same pass,0.324,0.6075,0.2001,0.1763,0.0353,0.0,0.7942,0.838,0.0835,0.2465,0.0206,446,0.9727,0.8738,0.0162,0.1728,0.0017,9,0.0028,4,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,449,0.4941,0.4923,0.088,0.2676,0.9369,9,0.0236,0,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,450,0.7911,0.7851,0.0837,0.2713,0.9365,9,0.0227,1,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,451,0.3285,0.5492,0.2106,0.1916,0.9296,9,0.0403,2,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,452,0.6331,0.5011,0.1758,0.2771,0.0035,9,0.0487,3,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,453,0.1638,0.2763,0.1347,0.3089,0.0021,9,0.0416,4,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,454,0.305,0.2705,0.1671,0.3241,0.0018,9,0.0541,5,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,456,0.6443,0.7411,0.1924,0.3018,0.0011,9,0.058,7,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,449,0.4941,0.4923,0.088,0.2676,0.9369,9,0.0236,0,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,450,0.7911,0.7851,0.0837,0.2713,0.9365,9,0.0227,1,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,451,0.3285,0.5492,0.2106,0.1916,0.9296,9,0.0403,2,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,452,0.6331,0.5011,0.1758,0.2771,0.0035,9,0.0487,3,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,453,0.1638,0.2763,0.1347,0.3089,0.0021,9,0.0416,4,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,454,0.305,0.2705,0.1671,0.3241,0.0018,9,0.0541,5,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,456,0.6443,0.7411,0.1924,0.3018,0.0011,9,0.058,7,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,449,0.4941,0.4923,0.088,0.2676,0.9369,9,0.0236,0,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,450,0.7911,0.7851,0.0837,0.2713,0.9365,9,0.0227,1,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,451,0.3285,0.5492,0.2106,0.1916,0.9296,9,0.0403,2,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,452,0.6331,0.5011,0.1758,0.2771,0.0035,9,0.0487,3,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,453,0.1638,0.2763,0.1347,0.3089,0.0021,9,0.0416,4,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,454,0.305,0.2705,0.1671,0.3241,0.0018,9,0.0541,5,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,456,0.6443,0.7411,0.1924,0.3018,0.0011,9,0.058,7,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,449,0.4941,0.4923,0.088,0.2676,0.9369,9,0.0236,0,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,450,0.7911,0.7851,0.0837,0.2713,0.9365,9,0.0227,1,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,451,0.3285,0.5492,0.2106,0.1916,0.9296,9,0.0403,2,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,452,0.6331,0.5011,0.1758,0.2771,0.0035,9,0.0487,3,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,453,0.1638,0.2763,0.1347,0.3089,0.0021,9,0.0416,4,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,454,0.305,0.2705,0.1671,0.3241,0.0018,9,0.0541,5,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,456,0.6443,0.7411,0.1924,0.3018,0.0011,9,0.058,7,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,449,0.4941,0.4923,0.088,0.2676,0.9369,9,0.0236,0,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,450,0.7911,0.7851,0.0837,0.2713,0.9365,9,0.0227,1,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,451,0.3285,0.5492,0.2106,0.1916,0.9296,9,0.0403,2,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,452,0.6331,0.5011,0.1758,0.2771,0.0035,9,0.0487,3,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,453,0.1638,0.2763,0.1347,0.3089,0.0021,9,0.0416,4,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,454,0.305,0.2705,0.1671,0.3241,0.0018,9,0.0541,5,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,456,0.6443,0.7411,0.1924,0.3018,0.0011,9,0.058,7,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,449,0.4941,0.4923,0.088,0.2676,0.9369,9,0.0236,0,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,450,0.7911,0.7851,0.0837,0.2713,0.9365,9,0.0227,1,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,451,0.3285,0.5492,0.2106,0.1916,0.9296,9,0.0403,2,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,452,0.6331,0.5011,0.1758,0.2771,0.0035,9,0.0487,3,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,453,0.1638,0.2763,0.1347,0.3089,0.0021,9,0.0416,4,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,454,0.305,0.2705,0.1671,0.3241,0.0018,9,0.0541,5,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,456,0.6443,0.7411,0.1924,0.3018,0.0011,9,0.058,7,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,449,0.4941,0.4923,0.088,0.2676,0.9369,9,0.0236,0,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,450,0.7911,0.7851,0.0837,0.2713,0.9365,9,0.0227,1,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,451,0.3285,0.5492,0.2106,0.1916,0.9296,9,0.0403,2,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,452,0.6331,0.5011,0.1758,0.2771,0.0035,9,0.0487,3,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,453,0.1638,0.2763,0.1347,0.3089,0.0021,9,0.0416,4,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,454,0.305,0.2705,0.1671,0.3241,0.0018,9,0.0541,5,1,1,C,1,1.0,
118.0,9.0,9,same pass,0.3295,0.5448,0.2001,0.1822,0.0365,0.0,0.4941,0.4923,0.088,0.2676,0.0236,456,0.6443,0.7411,0.1924,0.3018,0.0011,9,0.058,7,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,459,0.5143,0.4872,0.0883,0.2657,0.9424,9,0.0235,0,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,460,0.8145,0.7798,0.0846,0.2691,0.9344,9,0.0228,1,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,461,0.3511,0.543,0.2066,0.1943,0.9241,9,0.0401,2,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,462,0.6373,0.4948,0.1889,0.2825,0.0072,9,0.0534,3,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,463,0.6941,0.7437,0.1949,0.3023,0.002,9,0.0589,4,1,1,C,1,,1.0
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,464,0.3006,0.2595,0.1235,0.2933,0.0018,9,0.0362,5,1,1,C,1,,1.0
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,465,0.457,0.8158,0.1753,0.2495,0.0016,9,0.0437,6,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,468,0.1673,0.6623,0.1608,0.3249,0.0011,9,0.0522,9,1,1,C,1,,1.0
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,459,0.5143,0.4872,0.0883,0.2657,0.9424,9,0.0235,0,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,460,0.8145,0.7798,0.0846,0.2691,0.9344,9,0.0228,1,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,461,0.3511,0.543,0.2066,0.1943,0.9241,9,0.0401,2,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,462,0.6373,0.4948,0.1889,0.2825,0.0072,9,0.0534,3,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,463,0.6941,0.7437,0.1949,0.3023,0.002,9,0.0589,4,1,1,C,1,,1.0
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,464,0.3006,0.2595,0.1235,0.2933,0.0018,9,0.0362,5,1,1,C,1,,1.0
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,465,0.457,0.8158,0.1753,0.2495,0.0016,9,0.0437,6,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,468,0.1673,0.6623,0.1608,0.3249,0.0011,9,0.0522,9,1,1,C,1,,1.0
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,459,0.5143,0.4872,0.0883,0.2657,0.9424,9,0.0235,0,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,460,0.8145,0.7798,0.0846,0.2691,0.9344,9,0.0228,1,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,461,0.3511,0.543,0.2066,0.1943,0.9241,9,0.0401,2,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,462,0.6373,0.4948,0.1889,0.2825,0.0072,9,0.0534,3,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,463,0.6941,0.7437,0.1949,0.3023,0.002,9,0.0589,4,1,1,C,1,,1.0
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,464,0.3006,0.2595,0.1235,0.2933,0.0018,9,0.0362,5,1,1,C,1,,1.0
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,465,0.457,0.8158,0.1753,0.2495,0.0016,9,0.0437,6,1,1,C,1,1.0,
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,468,0.1673,0.6623,0.1608,0.3249,0.0011,9,0.0522,9,1,1,C,1,,1.0
119.0,9.0,9,same pass,0.3527,0.5344,0.1946,0.1912,0.0372,0.0,0.5143,0.4872,0.0883,0.2657,0.0235,459,0.5143,0.4872,0.0883,0.2657,0.9424,9,0.0235,0,1,1,C,1,1.0,
