x center,y center,width,height,confidence,ImageID,labelID,Area,boxID,predTag
0.68425,0.6561,0.2604000000000001,0.6597999999999999,0.8933,888,9,0.0,0,1
0.4218,0.453,0.2648,0.4155,0.8964,889,0,0.11,0,1
0.5162,0.4576,0.2661,0.4132,0.8935,890,0,0.11,0,1
0.4898,0.4368,0.2692,0.434,0.9042,891,0,0.1168,0,1
0.4114,0.4128,0.4433,0.588,0.8327,892,9,0.2606,0,1
0.7169749999999999,0.6683749999999999,0.2448499999999999,0.63355,0.8899,893,9,0.0,0,1
0.6809000000000001,0.6604749999999999,0.25769999999999993,0.6658499999999999,0.8933,894,9,0.0,0,1
0.6833,0.6584,0.2622,0.6674,0.8913,895,9,0.0,0,1
0.7307,0.4432,0.1701,0.2227,0.8907,896,9,0.0379,0,1
0.6847749999999999,0.645625,0.2587499999999999,0.6252500000000001,0.8954,897,9,0.0,0,1
0.690775,0.6477,0.24934999999999996,0.6291,0.8892,898,9,0.0,0,1
0.7247,0.434,0.1668,0.2174,0.8938,899,9,0.0363,0,1
0.5263,0.4784,0.4602,0.6011,0.842,900,9,0.2766,0,1
0.5778,0.611,0.4464,0.5591,0.7978,901,9,0.2496,0,1
0.4085,0.4259,0.4583,0.5652,0.8627,902,9,0.2591,0,1
0.4733,0.4584,0.2001,0.4277,0.8358,903,9,0.0856,0,1
0.5027,0.4351,0.2034,0.4344,0.888,904,9,0.0884,0,1
0.5114,0.4877,0.1979,0.4365,0.9449,905,8,0.0864,0,1
0.4176,0.3772,0.2036,0.4146,0.8913,906,9,0.0844,0,1
0.4934,0.4955,0.2062,0.4288,0.8973,907,9,0.0884,0,1
0.4479,0.4753,0.2069,0.4159,0.8921,908,9,0.086,0,1
0.4772,0.4415,0.2064,0.4212,0.8556,909,9,0.0869,0,1
0.4941,0.5505,0.2542,0.4982,0.8103,910,7,0.1266,0,1
0.5191,0.4724,0.2071,0.426,0.8938,911,9,0.0882,0,1
0.5571,0.585,0.2071,0.4327,0.8894,912,9,0.0896,0,1
0.471,0.464,0.2094,0.4285,0.8808,913,9,0.0897,0,1
0.5731,0.5863,0.2117,0.4291,0.8806,914,9,0.0909,0,1
0.5088,0.506,0.1985,0.436,0.9389,915,8,0.0865,0,1
0.457,0.452,0.2241,0.4711,0.8629,916,7,0.1056,0,1
0.453,0.4455,0.2078,0.4258,0.8954,917,9,0.0885,0,1
0.5421,0.5199,0.207,0.431,0.8997,918,9,0.0892,0,1
0.5297,0.5528,0.2018,0.4394,0.9064,919,8,0.0886,0,1
0.4366,0.4462,0.2112,0.428,0.8902,920,9,0.0904,0,1
0.4566,0.559,0.3052,0.5515,0.8949,921,9,0.1683,0,1
0.5439,0.5506,0.3031,0.5556,0.8982,922,9,0.1684,0,1
0.5399,0.4633,0.3008,0.5484,0.9038,923,9,0.165,0,1
0.527575,0.513575,0.31765,0.8887499999999999,0.8667,924,9,0.0,0,1
0.4414,0.5565,0.3123,0.5463,0.873,925,9,0.1706,0,1
0.4244,0.4135,0.3212,0.5673,0.8558,926,9,0.1822,0,1
0.4574,0.4891,0.3016,0.5544,0.9057,927,9,0.1672,0,1
0.47252500000000003,0.6203,0.34455,0.6149,0.8068,928,0,0.0,0,1
0.5286,0.4085,0.3095,0.5497,0.8765,929,9,0.1701,0,1
0.5308,0.525,0.3072,0.558,0.8955,930,9,0.1714,0,1
0.5149,0.561,0.3036,0.5518,0.878,931,9,0.1675,0,1
0.4716,0.6182,0.2902,0.5595,0.8819,932,9,0.1624,0,1
0.5523,0.595,0.3033,0.5591,0.8985,933,9,0.1696,0,1
0.5176750000000001,0.5048,0.43125,0.6317999999999999,0.8061,934,0,0.0,0,1
0.5478,0.5124,0.4064,0.5511,0.6807,935,5,0.2239,0,1
0.487,0.492,0.4654,0.6569,0.8122,936,12,0.3057,0,1
0.4823,0.4706,0.2931,0.3999,0.8901,937,0,0.1172,0,1
0.4945,0.5139,0.4427,0.4032,0.8831,938,0,0.1785,0,1
0.3943,0.5388,0.3675999999999999,0.3035,0.8106,939,9,0.0,0,1
0.62275,0.484325,0.3769,0.3058500000000001,0.9229,940,0,0.0,0,1
0.636775,0.48902500000000004,0.38425,0.30375,0.9011,941,9,0.0,0,1
0.3788,0.5727,0.2752,0.361,0.9004,942,9,0.0994,0,1
0.5008,0.4793,0.2727,0.4178,0.8794,943,0,0.1139,0,1
0.6185750000000001,0.4348,0.68115,0.6416000000000001,0.9084,944,9,0.0,0,1
0.36849999999999994,0.546625,0.6375,0.66475,0.9089,945,9,0.0,0,1
0.408275,0.563,0.64305,0.694,0.9179,946,12,0.0,0,1
0.517,0.5055,0.3144,0.555,0.8789,947,8,0.1745,0,1
0.5402,0.4621,0.29,0.3956,0.8894,948,0,0.1147,0,1
0.495,0.4537,0.2775,0.4037,0.9065,949,0,0.112,0,1
0.488,0.5577,0.2682,0.3502,0.8531,950,9,0.0939,0,1
0.3786,0.5198,0.272,0.3703,0.8936,951,9,0.1007,0,1
0.5131,0.5237,0.2706,0.3613,0.8893,952,9,0.0978,0,1
0.5042,0.4583,0.2766,0.404,0.9075,953,0,0.1117,0,1
0.4968,0.4438,0.2819,0.4222,0.9126,954,0,0.119,0,1
0.5009,0.5152,0.2822,0.4009,0.8955,955,0,0.1131,0,1
0.4229,0.4445,0.2817,0.4045,0.8649,956,0,0.1139,0,1
0.5089,0.4502,0.2786,0.4074,0.9033,957,0,0.1135,0,1
0.4964,0.4605,0.2732,0.4023,0.9051,958,0,0.1099,0,1
0.4793,0.479,0.2787,0.4179,0.9136,959,0,0.1164,0,1
0.4587,0.4868,0.2923,0.412,0.9065,960,0,0.1204,0,1
0.4733,0.4772,0.2612,0.3984,0.8991,961,0,0.1041,0,1
0.4814,0.4562,0.2716,0.3981,0.8786,962,0,0.1081,0,1
0.5024,0.4541,0.2867,0.4078,0.9151,963,0,0.1169,0,1
0.3949,0.6164,0.2718,0.3585,0.9029,964,9,0.0974,0,1
0.3964,0.6116,0.2566,0.3469,0.9053,965,9,0.089,0,1
0.4428,0.4807,0.2295,0.3613,0.9213,966,8,0.0829,0,1
0.473,0.4829,0.2709,0.4077,0.9082,967,0,0.1105,0,1
0.4577,0.6121,0.2408,0.3783,0.9319,968,8,0.0911,0,1
0.564,0.4936,0.2833,0.376,0.8736,969,0,0.1065,0,1
0.3788,0.5755,0.2755,0.3609,0.9039,970,9,0.0994,0,1
0.4693,0.4268,0.2793,0.4186,0.9118,971,0,0.1169,0,1
0.3746,0.5742,0.2702,0.3627,0.8953,972,9,0.098,0,1
0.3881,0.5991,0.2708,0.3691,0.85,973,9,0.0999,0,1
0.5103,0.4623,0.2896,0.4201,0.9083,974,0,0.1217,0,1
0.4754,0.4877,0.289,0.4093,0.9029,975,0,0.1183,0,1
0.4276,0.481,0.4852,0.605,0.8797,976,0,0.2936,0,1
0.4658,0.5645,0.4326,0.6398,0.8638,977,8,0.2768,0,1
0.5453,0.639,0.2929,0.4716,0.8684,978,12,0.1381,0,1
0.372475,0.57625,0.7096500000000001,0.5742,0.8614,979,0,0.0,0,1
0.303125,0.541375,0.57395,0.4665500000000001,0.5076,980,9,0.0,0,1
0.6686,0.363825,0.597,0.69375,0.852,981,9,0.0,0,1
0.5129,0.5173,0.13220000000000004,0.19060000000000005,0.9284,983,0,0.0,0,1
0.507,0.49340000000000006,0.13139999999999996,0.19570000000000004,0.8917,984,0,0.0,0,1
0.5052,0.49559999999999993,0.14169999999999994,0.21349999999999997,0.5327,985,12,0.0,0,1
0.4843,0.5299,0.12740000000000007,0.19070000000000004,0.9075,986,0,0.0,0,1
0.490475,0.40415,0.18455,0.39409999999999995,0.9022,987,0,0.0,0,1
0.522,0.48702500000000004,0.12569999999999998,0.19235000000000008,0.9135,988,0,0.0,0,1
0.50195,0.5101,0.12069999999999997,0.18799999999999994,0.9008,989,0,0.0,0,1
0.4954,0.5069,0.12390000000000001,0.18870000000000003,0.9115,990,0,0.0,0,1
0.5251,0.4859,0.12329999999999997,0.18840000000000007,0.9131,991,0,0.0,0,1
0.5004,0.5151,0.11530000000000007,0.18459999999999993,0.8972,992,0,0.0,0,1
0.4995,0.48,0.12819999999999998,0.18999999999999995,0.8995,993,0,0.0,0,1
0.5136,0.5089,0.12600000000000006,0.18969999999999998,0.9206,994,0,0.0,0,1
0.5154,0.5109,0.1355,0.19710000000000005,0.9193,995,0,0.0,0,1
0.5194,0.5031,0.12609999999999993,0.19009999999999994,0.9039,996,0,0.0,0,1
0.501925,0.5089,0.12105000000000005,0.18720000000000003,0.9024,997,0,0.0,0,1
0.5225,0.4895,0.11729999999999996,0.18489999999999995,0.9112,998,0,0.0,0,1
0.518,0.51495,0.12389999999999995,0.19120000000000004,0.9119,999,0,0.0,0,1
0.5169,0.49672499999999997,0.1189,0.18425000000000002,0.9012,1000,0,0.0,0,1
0.5064,0.49912500000000004,0.121,0.18924999999999997,0.8969,1001,0,0.0,0,1
0.5205500000000001,0.494675,0.12320000000000009,0.18995,0.9034,1002,0,0.0,0,1
0.5156,0.5036,0.12369999999999998,0.19379999999999997,0.9088,1003,0,0.0,0,1
0.5099,0.5019,0.11969999999999997,0.18840000000000007,0.8984,1004,0,0.0,0,1
0.518,0.5105,0.12549999999999994,0.19189999999999996,0.9069,1005,0,0.0,0,1
0.4921,0.5142749999999999,0.12480000000000002,0.18834999999999996,0.9137,1006,0,0.0,0,1
0.5194,0.5116,0.11909999999999998,0.18040000000000006,0.9034,1007,0,0.0,0,1
0.507625,0.4808,0.13415000000000016,0.20269999999999994,0.873,1008,0,0.0,0,1
0.5151,0.48675,0.11939999999999995,0.18910000000000005,0.9139,1009,0,0.0,0,1
0.4905,0.504325,0.12819999999999998,0.19015000000000004,0.921,1010,0,0.0,0,1
0.5183,0.515025,0.12599999999999995,0.19244999999999995,0.9191,1011,0,0.0,0,1
0.5152,0.5177,0.1251,0.1895,0.9089,1012,0,0.0,0,1
0.5154,0.5097,0.12240000000000001,0.19100000000000006,0.9137,1013,0,0.0,0,1
0.5223,0.5107,0.14700000000000002,0.20209999999999995,0.9047,1014,0,0.0,0,1
0.5067,0.5063,0.12579999999999997,0.19059999999999994,0.913,1015,0,0.0,0,1
0.5066,0.4827,0.13050000000000012,0.19639999999999996,0.9174,1016,0,0.0,0,1
0.4853,0.4822,0.12160000000000004,0.19289999999999996,0.9118,1017,0,0.0,0,1
0.5044000000000001,0.5124,0.1286000000000001,0.19619999999999993,0.9077,1018,0,0.0,0,1
0.5454,0.6043000000000001,0.1795,0.386,0.9137,1019,0,0.0,0,1
0.4917,0.5183,0.12119999999999997,0.18419999999999997,0.9038,1020,0,0.0,0,1
0.5061,0.5179,0.12339999999999995,0.1894,0.9104,1021,0,0.0,0,1
0.5222,0.5049250000000001,0.12410000000000004,0.18865000000000004,0.8946,1022,0,0.0,0,1
0.5167,0.4856,0.12559999999999993,0.19079999999999997,0.9193,1023,0,0.0,0,1
0.5169750000000001,0.5133,0.15284999999999999,0.21080000000000004,0.9263,1024,0,0.0,0,1
0.5262,0.4992,0.12389999999999995,0.19029999999999997,0.7975,1025,0,0.0,0,1
0.5069,0.5082,0.12569999999999998,0.19260000000000005,0.9092,1026,0,0.0,0,1
0.5128,0.5049,0.13250000000000006,0.19609999999999994,0.928,1027,0,0.0,0,1
0.513825,0.5123,0.12745,0.18849999999999995,0.9108,1028,0,0.0,0,1
0.5184,0.5078,0.11979999999999996,0.18609999999999993,0.91,1029,0,0.0,0,1
0.47785,0.383925,0.18640000000000007,0.39495,0.9053,1030,0,0.0,0,1
0.5088,0.5178,0.12119999999999997,0.18419999999999997,0.9158,1031,0,0.0,0,1
0.5137,0.4955,0.11660000000000004,0.18479999999999996,0.9099,1032,0,0.0,0,1
0.5266500000000001,0.49715,0.11880000000000007,0.18880000000000002,0.8801,1033,0,0.0,0,1
0.5167,0.48540000000000005,0.12549999999999994,0.18970000000000004,0.9176,1034,0,0.0,0,1
0.5059,0.5115,0.129,0.19409999999999994,0.9188,1035,0,0.0,0,1
0.5137,0.506,0.11830000000000002,0.18799999999999994,0.9135,1036,0,0.0,0,1
0.4947,0.5084,0.11950000000000005,0.18720000000000003,0.9041,1037,0,0.0,0,1
0.5109,0.508,0.12220000000000003,0.18779999999999997,0.9113,1038,0,0.0,0,1
0.5235,0.5083,0.12589999999999996,0.18609999999999993,0.9062,1039,0,0.0,0,1
0.4981,0.5151,0.12149999999999994,0.18690000000000007,0.9013,1040,0,0.0,0,1
0.5066,0.5237499999999999,0.12719999999999998,0.19010000000000005,0.898,1041,0,0.0,0,1
0.5138,0.52095,0.12129999999999996,0.18520000000000003,0.9114,1042,0,0.0,0,1
0.5144,0.49834999999999996,0.12080000000000002,0.18949999999999995,0.9078,1043,0,0.0,0,1
0.5477,0.60185,0.1849,0.40649999999999986,0.0132,1044,7,0.0,0,1
0.5272,0.607525,0.18450000000000005,0.3864499999999999,0.9088,1045,0,0.0,0,1
0.49770000000000003,0.61535,0.2747,0.38070000000000004,0.6028,1046,5,0.0,0,1
0.5167,0.500975,0.11830000000000002,0.18725000000000003,0.8964,1047,0,0.0,0,1
0.4963,0.5103,0.12039999999999995,0.18979999999999997,0.9106,1048,0,0.0,0,1
0.5149,0.5126,0.11850000000000005,0.18589999999999995,0.9118,1049,0,0.0,0,1
0.5122,0.497725,0.11820000000000003,0.18625000000000003,0.9058,1050,0,0.0,0,1
0.5121,0.500325,0.12789999999999996,0.19274999999999998,0.9184,1051,0,0.0,0,1
0.5042,0.5114,0.11909999999999998,0.1874,0.9074,1052,0,0.0,0,1
0.47300000000000003,0.409825,0.18400000000000005,0.38805,0.9137,1053,0,0.0,0,1
0.5201250000000001,0.515025,0.14045000000000002,0.19634999999999997,0.9225,1054,0,0.0,0,1
0.5127,0.5139,0.12040000000000001,0.1834,0.9114,1055,0,0.0,0,1
0.5019499999999999,0.4991,0.1199,0.18640000000000007,0.8969,1056,0,0.0,0,1
0.5165,0.495,0.12590000000000007,0.19419999999999998,0.9044,1057,0,0.0,0,1
0.502875,0.49470000000000003,0.12764999999999993,0.19560000000000005,0.8031,1058,12,0.0,0,1
0.5211,0.50085,0.12369999999999998,0.19479999999999997,0.8241,1059,0,0.0,0,1
0.49905,0.5042,0.12169999999999997,0.18829999999999997,0.8942,1060,0,0.0,0,1
0.5175,0.5118,0.11820000000000003,0.18510000000000004,0.9105,1061,0,0.0,0,1
0.5138,0.4899,0.12129999999999996,0.18720000000000003,0.9163,1062,0,0.0,0,1
0.51475,0.489175,0.12849999999999995,0.20295000000000002,0.8718,1063,0,0.0,0,1
0.4931,0.514,0.11729999999999996,0.18389999999999995,0.9128,1064,0,0.0,0,1
0.5238,0.5061,0.12680000000000002,0.18829999999999997,0.8937,1065,0,0.0,0,1
0.516375,0.491275,0.12935000000000002,0.19344999999999996,0.9128,1066,0,0.0,0,1
0.3944,0.611025,0.6629,0.6971499999999999,0.77,1067,9,0.0,0,1
0.5743,0.5261,0.3473,0.4182,0.8511,1068,0,0.1452,0,1
0.6052,0.5283,0.3094,0.4029,0.8583,1069,0,0.1247,0,1
0.6574,0.4201,0.2778,0.3057,0.9094,1070,0,0.0849,0,1
0.6216,0.4598,0.2755,0.3055,0.9067,1071,0,0.0842,0,1
0.7146,0.4724,0.2773,0.2964,0.883,1072,0,0.0822,0,1
0.6385,0.3259,0.2703,0.3013,0.91,1073,0,0.0815,0,1
0.4521,0.58985,0.29880000000000007,0.342,0.8748,1074,0,0.0,0,1
0.5146,0.5473,0.3019,0.3458,0.8754,1075,0,0.1044,0,1
0.503,0.5658,0.2639,0.3093,0.8922,1076,9,0.0816,0,1
0.5857,0.4493,0.4843,0.5698,0.8436,1077,9,0.2759,0,1
0.4682,0.4719,0.3439,0.5601,0.8007,1078,0,0.1926,0,1
0.4772,0.4784,0.3292,0.5795,0.8335,1079,0,0.1908,0,1
0.6456,0.518,0.3986,0.5433,0.8587,1080,9,0.2166,0,1
0.5109,0.5648,0.2851,0.3597,0.8581,1081,12,0.1025,0,1
0.36,0.4262,0.5159,0.5792,0.7567,1082,9,0.2988,0,1
0.4895,0.5136,0.3535,0.5582,0.8231,1083,0,0.1973,0,1
0.672525,0.36827499999999996,0.6089499999999999,0.6987499999999999,0.9049,1084,9,0.0,0,1
0.499,0.498,0.4583999999999999,0.5175999999999998,0.8851,1085,8,0.0,0,1
0.4567,0.4914,0.4053,0.4276,0.9234,1086,9,0.1733,0,1
0.4853,0.4792,0.4312,0.4652,0.9131,1087,9,0.2006,0,1
0.6092500000000001,0.455275,0.7176999999999999,0.7161500000000001,0.4606,1088,0,0.0,0,1
0.4942,0.4846,0.5122,0.537,0.9138,1089,8,0.275,0,1
0.5079,0.4668,0.5437,0.5807,0.877,1090,8,0.3157,0,1
0.6877,0.6847,0.3268,0.3108,0.821,1091,5,0.1016,0,1
0.25234999999999996,0.781025,0.26389999999999997,0.38215,0.8639,1092,9,0.0,0,1
0.6229,0.4457,0.4675,0.4698,0.852,1093,8,0.2197,0,1
0.4436,0.4902,0.3452,0.4102,0.6363,1094,5,0.1416,0,1
0.4498,0.4375,0.44290000000000007,0.44920000000000004,0.8871,1095,8,0.0,0,1
0.3457,0.58335,0.3929,0.2489,0.9016,1096,9,0.0,0,1
0.5916999999999999,0.61635,0.5411,0.4512999999999999,0.774,1097,7,0.0,0,1
0.4699,0.521,0.3958,0.4155,0.8426,1098,8,0.1645,0,1
0.4829,0.4992,0.4501,0.4504,0.8919,1099,0,0.2027,0,1
0.5850000000000001,0.5804,0.6209,0.5548,0.9092,1100,9,0.0,0,1
0.4969,0.5026,0.4383,0.4446,0.9033,1101,0,0.1949,0,1
0.4687,0.5101,0.4454,0.4461,0.9068,1102,0,0.1987,0,1
0.5167,0.5157,0.4173,0.434,0.8769,1103,9,0.1811,0,1
0.494425,0.499925,0.9513499999999999,0.92355,0.8589,1104,9,0.0,0,1
0.279,0.57985,0.5133000000000001,0.24840000000000007,0.895,1105,9,0.0,0,1
0.483,0.4871,0.409,0.4228,0.8966,1106,8,0.1729,0,1
0.453225,0.463025,0.76275,0.8507500000000001,0.9147,1107,8,0.0,0,1
0.4713,0.4871,0.4362,0.4531,0.8967,1108,9,0.1976,0,1
0.46997500000000003,0.4691,0.7680500000000001,0.8543,0.9138,1109,8,0.0,0,1
0.4996,0.4916,0.4099,0.4278,0.9141,1110,8,0.1754,0,1
0.46335000000000004,0.46235000000000004,0.7641,0.8552,0.9154,1111,8,0.0,0,1
0.4638,0.4724,0.2944,0.2184,0.8605,1112,0,0.0643,0,1
0.466,0.4615,0.3027,0.2217,0.8847,1113,0,0.0671,0,1
0.5243,0.5491,0.2876,0.223,0.8448,1114,0,0.0641,0,1
0.5233,0.5431,0.3131,0.2221,0.8554,1115,0,0.0696,0,1
0.475,0.4907,0.2971,0.2087,0.8658,1116,0,0.062,0,1
0.4789,0.4448,0.2953,0.2163,0.8423,1117,0,0.0639,0,1
0.5218,0.5123,0.3034,0.206,0.8252,1118,0,0.0625,0,1
0.467,0.4596,0.3052,0.2091,0.8814,1119,0,0.0638,0,1
0.4565,0.4629,0.2942,0.2042,0.8645,1120,0,0.0601,0,1
0.452,0.4572,0.3101,0.2132,0.8689,1121,0,0.0661,0,1
0.4635,0.454,0.2949,0.1999,0.8629,1122,0,0.059,0,1
0.5265,0.5461,0.3019,0.2088,0.8686,1123,0,0.063,0,1
0.4835,0.4943,0.3027,0.2173,0.8619,1124,0,0.0658,0,1
0.4593,0.4691,0.3046,0.2208,0.8816,1125,0,0.0672,0,1
0.5206,0.5404,0.3036,0.2108,0.8688,1126,0,0.064,0,1
0.4848,0.5094,0.3044,0.2046,0.8846,1128,0,0.0623,0,1
0.4665,0.4625,0.2997,0.2078,0.8834,1129,0,0.0623,0,1
0.4721,0.4839,0.2933,0.2149,0.8592,1130,0,0.063,0,1
0.4621,0.4633,0.3103,0.2202,0.8665,1131,0,0.0683,0,1
0.4675,0.4661,0.3058,0.218,0.879,1132,0,0.0667,0,1
0.4556,0.464,0.3081,0.2223,0.8619,1133,0,0.0685,0,1
0.54,0.52,0.3279,0.2259,0.8849,1134,12,0.0741,0,1
0.6938,0.4937,0.5468,0.5605,0.8337,1135,4,0.3065,0,1
0.5624,0.5106,0.4488,0.4693,0.6482,1136,5,0.2106,0,1
0.4805,0.4698,0.5051,0.5318,0.8379,1137,8,0.2686,0,1
0.4874,0.4771,0.5076,0.5335,0.874,1138,8,0.2708,0,1
0.4963,0.4962,0.5292,0.5474,0.908,1139,8,0.2897,0,1
0.4845,0.4926,0.5357,0.5443,0.9054,1140,8,0.2916,0,1
0.487,0.4795,0.5151,0.5414,0.86,1141,8,0.2789,0,1
0.5026,0.4807,0.5044,0.5256,0.8958,1142,8,0.2651,0,1
0.4874,0.4795,0.5206,0.5452,0.8815,1143,8,0.2839,0,1
0.4906,0.4831,0.5254,0.5503,0.9066,1144,8,0.2892,0,1
0.5552,0.5101,0.5071,0.5352,0.91,1145,8,0.2714,0,1
0.4931,0.4813,0.5191,0.5431,0.9079,1146,8,0.2819,0,1
0.5277,0.4812,0.4374,0.4632,0.795,1147,8,0.2026,0,1
0.4989,0.407,0.45669999999999994,0.4828,0.89,1148,8,0.0,0,1
0.4493,0.5836,0.4643,0.5108,0.5068,1149,5,0.2372,0,1
0.5245,0.5468,0.3064,0.2146,0.868,1150,0,0.0658,0,1
0.4887,0.5084,0.3055,0.2084,0.8799,1151,0,0.0637,0,1
0.6341,0.5019,0.5414,0.5584,0.5176,1152,5,0.3023,0,1
0.4699,0.4565,0.32230000000000003,0.24099999999999994,0.8515,1153,0,0.0,0,1
0.4738,0.4404,0.2969,0.2127,0.8621,1154,0,0.0631,0,1
0.5179,0.5138,0.3144,0.2129,0.8755,1155,0,0.0669,0,1
0.4715,0.4712,0.3073,0.2237,0.8212,1156,0,0.0687,0,1
0.4602,0.4647,0.3002,0.2061,0.8807,1157,0,0.0619,0,1
0.4951,0.4676,0.2979,0.2055,0.8629,1158,0,0.0612,0,1
0.4683,0.4608,0.3091,0.2086,0.8733,1159,0,0.0645,0,1
0.4784,0.4823,0.3071,0.2169,0.797,1160,0,0.0666,0,1
0.49575,0.346925,0.4133,0.48844999999999994,0.8719,1161,9,0.0,0,1
0.4841,0.4816,0.3007,0.2042,0.8455,1162,0,0.0614,0,1
0.4774,0.5034,0.3054,0.2079,0.8735,1163,0,0.0635,0,1
0.5166499999999999,0.43779999999999997,0.43359999999999993,0.47389999999999993,0.5486,1164,0,0.0,0,1
0.4763,0.4514,0.4149,0.432,0.8996,1165,0,0.1792,0,1
0.4917,0.3977,0.2709,0.4457,0.9092,1166,8,0.1207,0,1
0.47330000000000005,0.485,0.44550000000000006,0.44040000000000007,0.8013,1167,9,0.0,0,1
0.5883,0.5172,0.4611,0.4635,0.9101,1168,9,0.2137,0,1
0.59,0.4993,0.4433,0.4483,0.8915,1169,9,0.1987,0,1
0.5016,0.4854,0.4143,0.4151,0.9091,1170,8,0.172,0,1
0.587275,0.5950249999999999,0.7746500000000001,0.64045,0.9001,1171,9,0.0,0,1
0.5748,0.614425,0.7746,0.63645,0.8996,1172,9,0.0,0,1
0.5787,0.5911,0.4375,0.441,0.9035,1173,9,0.193,0,1
0.448225,0.43570000000000003,0.78745,0.6331000000000001,0.875,1174,9,0.0,0,1
0.5904,0.545975,0.7618999999999999,0.62815,0.8911,1175,9,0.0,0,1
0.614725,0.55985,0.74515,0.6322,0.8995,1176,9,0.0,0,1
0.432675,0.479,0.78805,0.6194,0.8755,1177,9,0.0,0,1
0.610275,0.5413749999999999,0.75695,0.62885,0.9041,1178,9,0.0,0,1
0.42172499999999996,0.4407,0.77265,0.6403999999999999,0.9075,1179,9,0.0,0,1
0.580175,0.571425,0.76795,0.6374500000000001,0.873,1180,9,0.0,0,1
0.44277500000000003,0.46292500000000003,0.7885500000000001,0.6131500000000001,0.9013,1181,9,0.0,0,1
0.5023500000000001,0.623275,0.7380000000000001,0.69505,0.7252,1182,8,0.0,0,1
0.5544250000000001,0.225375,0.69285,0.27915,0.9023,1183,9,0.0,0,1
0.55215,0.22759999999999997,0.7078,0.2895,0.9197,1184,9,0.0,0,1
0.5549,0.2192,0.6989,0.28879999999999995,0.9037,1185,9,0.0,0,1
0.5367,0.22475,0.7011999999999999,0.2794,0.8916,1186,9,0.0,0,1
0.5027,0.4996,0.3334,0.346,0.906,1187,0,0.1154,0,1
0.4377,0.4255,0.3265,0.3394,0.8721,1188,0,0.1108,0,1
0.4971,0.5091,0.2711,0.2902,0.8957,1189,8,0.0787,0,1
0.49240000000000006,0.5019,0.47190000000000004,0.4776,0.8636,1190,0,0.0,0,1
0.5064,0.4771,0.5042,0.48250000000000004,0.8224,1191,0,0.0,0,1
0.5437,0.556,0.4542,0.7915,0.8234,1192,0,0.3595,0,1
0.7176,0.5243,0.3117,0.5707,0.7144,1193,9,0.1779,0,1
0.5462,0.6587500000000001,0.44300000000000006,0.6283000000000001,0.8736,1194,12,0.0,0,1
0.5936,0.4824,0.5631,0.6501,0.0012,1195,7,0.3661,2,1
0.4362,0.5118,0.5753,0.5702,0.0708,1196,7,0.3281,2,1
0.6028,0.5384,0.4622,0.4864,0.4596,1197,5,0.2248,0,1
0.443175,0.40987499999999993,0.74465,0.7344499999999999,0.7533,1198,8,0.0,0,1
0.4829,0.4872,0.5254,0.5471,0.8976,1199,8,0.2874,0,1
0.4913,0.4787,0.5107,0.5359,0.8891,1200,8,0.2737,0,1
0.5025,0.4904,0.5095,0.5348,0.9063,1201,8,0.2725,0,1
0.7449,0.2734,0.4645,0.4763,0.9096,1202,8,0.2213,0,1
0.4992,0.4785,0.5193,0.5475,0.9045,1203,8,0.2843,0,1
0.5029,0.4964,0.5112,0.547,0.9212,1204,8,0.2796,0,1
0.5074,0.4645,0.5171,0.5295,0.9146,1205,8,0.2738,0,1
0.48002500000000003,0.5432,0.64605,0.5647,0.905,1206,0,0.0,0,1
0.523925,0.49939999999999996,0.67745,0.5769,0.8879,1207,0,0.0,0,1
0.48577499999999996,0.45535,0.90785,0.8678,0.8017,1208,8,0.0,0,1
0.35877499999999996,0.54575,0.56335,0.8140000000000001,0.8533,1209,8,0.0,0,1
0.4606,0.4677,0.4791000000000001,0.5157,0.856,1210,8,0.0,0,1
0.4769,0.4915,0.4748,0.4836,0.8885,1211,8,0.2296,0,1
0.3909,0.3907,0.4777,0.5044,0.8849,1212,9,0.241,0,1
0.5107,0.4805,0.4181,0.4227,0.8528,1213,9,0.1767,0,1
0.5368999999999999,0.24409999999999998,0.7085,0.2923,0.8933,1214,9,0.0,0,1
0.4373,0.544,0.4319,0.4366,0.823,1216,0,0.1886,0,1
0.4692,0.5348,0.4315,0.4877,0.5589,1217,5,0.2104,0,1
0.44834999999999997,0.6161999999999999,0.8945,0.5319999999999999,0.4634,1218,5,0.0,0,1
0.437,0.5768,0.4059,0.4212,0.6436,1219,5,0.171,0,1
0.4714,0.21290000000000003,0.3395,0.3379,0.7199,1220,8,0.0,0,1
0.5625,0.4695,0.3178,0.3372,0.539,1221,5,0.1072,0,1
0.4922,0.3895,0.4246,0.4476,0.8871,1222,8,0.1901,0,1
0.2827,0.2605,0.3692,0.4078,0.7576,1223,8,0.1505,0,1
0.4958,0.3144,0.2799,0.4501,0.9028,1224,8,0.126,0,1
0.4864,0.472,0.2742,0.4697,0.9216,1225,8,0.1288,0,1
0.4884,0.5243,0.3236,0.3403,0.8975,1226,0,0.1101,0,1
0.4996,0.4661,0.3313,0.339,0.8838,1227,0,0.1123,0,1
0.5209,0.4138,0.3182,0.3288,0.8789,1228,0,0.1046,0,1
0.461,0.4939,0.3285,0.3405,0.907,1229,0,0.1119,0,1
0.4858,0.4386,0.3273,0.3469,0.9051,1230,0,0.1135,0,1
0.5403,0.4837,0.3261,0.341,0.9059,1231,0,0.1112,0,1
