ImageID,boxID_p,labelID_p,predTag_p,x_center_p,y_center_p,width_p,height_p,confidence,judge
763,0,8,1,0.4317,0.5207,0.2771,0.5873,0.9196,same NG
764,0,8,1,0.5004,0.4671,0.2706,0.5724,0.9166,same NG
765,0,8,1,0.4234,0.5671,0.28,0.5946,0.9081,same NG
766,0,8,1,0.5236,0.4838,0.2654,0.5709,0.9016,same NG
767,0,8,1,0.4805,0.5126,0.2631,0.5805,0.9053,same NG
768,0,8,1,0.4715,0.4742,0.2722,0.5887,0.9134,same NG
769,0,8,1,0.5358,0.4792,0.4822,0.8231,0.8491,same NG
770,0,0,1,0.38,0.6841,0.3375,0.506,0.7962,same NG
771,0,0,1,0.38,0.6841,0.3375,0.506,0.7962,same NG
772,0,11,1,0.273,0.6215,0.4445,0.5366,0.7995,same NG
772,1,2,1,0.2729,0.6213,0.4449,0.5361,0.0083,wrongkill
772,2,4,1,0.273,0.6205,0.4479,0.5379,0.0013,wrongkill
773,0,0,1,0.3512,0.6858,0.2822,0.5422,0.6445,wrongkill
773,1,12,1,0.3513,0.6855,0.2816,0.5405,0.3146,same NG
774,0,0,1,0.3593,0.6681,0.2606,0.503,0.884,same NG
775,0,0,1,0.3891,0.6835,0.3113,0.5015,0.8568,same NG
776,0,8,1,0.5349,0.5412,0.3651,0.7008,0.904,same NG
777,0,8,1,0.5019,0.4744,0.3624,0.6697,0.9244,same NG
778,0,8,1,0.5303,0.5682,0.3562,0.6541,0.884,same NG
779,0,5,1,0.4951,0.428,0.5523,0.6134,0.4016,same NG
780,0,0,1,0.3651,0.7104,0.2947,0.4993,0.8736,same NG
780,1,12,1,0.3652,0.7104,0.2945,0.5004,0.0014,wrongkill
781,0,0,1,0.3651,0.7104,0.2947,0.4993,0.8736,same NG
781,1,12,1,0.3652,0.7104,0.2945,0.5004,0.0014,wrongkill
783,0,0,1,0.4563,0.4839,0.3796,0.5832,0.8679,same NG
783,1,12,1,0.4562,0.4834,0.3787,0.5763,0.001,wrongkill
784,0,8,1,0.4354,0.464,0.5251,0.2777,0.9005,same NG
785,0,8,1,0.5039,0.4817,0.532,0.2757,0.9022,same NG
786,0,12,1,0.5203,0.4799,0.5643,0.357,0.889,same NG
788,0,12,1,0.5046,0.482,0.4017,0.6583,0.771,same NG
789,0,12,1,0.3923,0.6254,0.265,0.5903,0.89,same NG
789,1,0,1,0.3972,0.6099,0.2614,0.5765,0.0792,wrongkill
790,0,0,1,0.3269,0.6699,0.2686,0.5058,0.8312,wrongkill
791,0,0,1,0.3561,0.7051,0.2998,0.4891,0.8528,same NG
792,0,0,1,0.38,0.6349,0.2652,0.5244,0.8978,same NG
793,0,0,1,0.3864,0.6515,0.2427,0.5062,0.8793,same NG
794,0,0,1,0.3799,0.6451,0.2542,0.5172,0.8503,same NG
795,0,0,1,0.3541,0.6762,0.258,0.509,0.9034,same NG
796,0,0,1,0.3569,0.6719,0.2368,0.5091,0.898,same NG
797,0,0,1,0.3141,0.6788,0.3022,0.5068,0.8694,same NG
798,0,5,1,0.2871,0.3446,0.2942,0.4586,0.752,same NG
798,1,5,1,0.5951,0.3745,0.2182,0.3523,0.5838,same NG
800,0,12,1,0.5017,0.4934,0.1142,0.2466,0.891,same NG
800,10,7,1,0.5016,0.4938,0.1126,0.2466,0.0018,wrongkill
801,0,8,1,0.485,0.5219,0.4913,0.8329,0.8791,same NG
802,0,5,1,0.4071,0.5886,0.4706,0.5429,0.6622,same NG
803,1,0,1,0.5147,0.5179,0.117,0.2391,0.9199,same NG
803,2,8,1,0.7566,0.5511,0.1249,0.2749,0.796,same NG
803,8,12,1,0.5148,0.5179,0.1175,0.2387,0.0017,wrongkill
803,15,7,1,0.5148,0.5179,0.1175,0.2387,0.001,wrongkill
804,0,0,1,0.5092,0.4918,0.1232,0.2499,0.9153,same NG
804,2,8,1,0.6325,0.5064,0.1402,0.2977,0.8549,same NG
804,7,12,1,0.5078,0.4906,0.122,0.2479,0.0014,wrongkill
805,0,0,1,0.3723,0.4892,0.1618,0.3171,0.9195,same NG
805,1,8,1,0.6381,0.4838,0.1394,0.2841,0.8289,same NG
806,0,12,1,0.4947,0.5312,0.1188,0.2491,0.7121,same NG
806,2,0,1,0.4942,0.5325,0.1173,0.252,0.2653,wrongkill
806,9,7,1,0.4954,0.5313,0.117,0.2522,0.002,wrongkill
807,0,0,1,0.5136,0.5127,0.1482,0.3615,0.8206,same NG
807,9,12,1,0.5145,0.5139,0.1468,0.3547,0.0011,wrongkill
808,0,8,1,0.5478,0.5187,0.3994,0.7065,0.9008,same NG
808,1,8,1,0.2242,0.3865,0.374,0.6698,0.8382,same NG
810,0,8,1,0.4897,0.4841,0.2735,0.5286,0.9061,same NG
811,0,8,1,0.4954,0.5064,0.2788,0.5184,0.9,same NG
812,0,8,1,0.5449,0.472,0.4342,0.7475,0.8869,same NG
812,2,12,1,0.5447,0.4719,0.4372,0.7478,0.001,wrongkill
813,0,8,1,0.5274,0.5491,0.3664,0.6779,0.8286,same NG
814,0,0,1,0.4846,0.4518,0.3556,0.5407,0.8133,same NG
815,0,0,1,0.4318,0.5074,0.3437,0.516,0.7549,same NG
816,0,8,1,0.5385,0.5277,0.3478,0.5917,0.8885,same NG
816,1,8,1,0.2665,0.4,0.3462,0.5737,0.8366,same NG
816,2,8,1,0.8211,0.6538,0.3027,0.5778,0.7836,same NG
817,0,12,1,0.4122,0.4807,0.4589,0.6504,0.8731,same NG
818,0,0,1,0.4318,0.5074,0.3437,0.516,0.7549,same NG
820,0,0,1,0.4448,0.5104,0.3741,0.5681,0.8647,same NG
821,0,8,1,0.5022,0.5028,0.1182,0.2475,0.9004,same NG
823,0,0,1,0.6738,0.8508,0.1825,0.1373,0.8136,wrongkill
823,1,12,1,0.6709,0.8516,0.1692,0.1317,0.4441,same NG
828,0,11,1,0.5363,0.4645,0.5394,0.6897,0.3059,same NG
828,2,2,1,0.5495,0.6389,0.3858,0.4456,0.0018,wrongkill
829,0,8,1,0.4773,0.4664,0.2827,0.5286,0.9175,same NG
830,0,8,1,0.5514,0.4954,0.2804,0.5175,0.9206,same NG
831,0,8,1,0.4741,0.5387,0.2902,0.5244,0.9106,same NG
832,0,8,1,0.4534,0.5332,0.2868,0.4913,0.9192,same NG
833,0,8,1,0.432,0.5079,0.2856,0.503,0.9169,same NG
833,1,8,1,0.7059,0.3943,0.2858,0.5005,0.7111,same NG
834,0,8,1,0.4181,0.4807,0.2753,0.4921,0.9362,same NG
835,0,8,1,0.5569,0.5249,0.2822,0.5042,0.9159,same NG
837,0,8,1,0.5855,0.5879,0.2799,0.4995,0.9349,same NG
838,0,8,1,0.5018,0.4988,0.2841,0.4885,0.922,same NG
839,0,8,1,0.559,0.5152,0.2945,0.5111,0.9412,same NG
840,0,8,1,0.4581,0.4829,0.2823,0.5089,0.9339,same NG
841,0,8,1,0.5492,0.5276,0.4107,0.6725,0.8769,same NG
841,1,8,1,0.2348,0.3909,0.3922,0.6169,0.8319,same NG
842,0,0,1,0.4421,0.4377,0.3846,0.6551,0.8179,same NG
842,1,12,1,0.4411,0.4341,0.3852,0.6592,0.0673,wrongkill
843,0,8,1,0.4418,0.5584,0.2811,0.4843,0.9334,same NG
844,0,8,1,0.577,0.5412,0.2769,0.497,0.9198,same NG
845,0,5,1,0.5083,0.2532,0.4641,0.3731,0.5371,same NG
848,0,0,1,0.5415,0.483,0.3636,0.6032,0.7942,same NG
849,0,12,1,0.5258,0.5737,0.4194,0.6904,0.5281,wrongkill
849,1,0,1,0.52,0.5746,0.4151,0.6892,0.1745,same NG
854,1,1,1,0.5063,0.4394,0.0659,0.0909,0.8457,same NG
854,2,1,1,0.8181,0.3845,0.0752,0.0684,0.8378,same NG
854,17,7,1,0.5063,0.4394,0.0669,0.0924,0.0025,wrongkill
857,0,8,1,0.5436,0.5082,0.3485,0.601,0.9315,same NG
859,0,8,1,0.5404,0.5077,0.343,0.5937,0.9285,same NG
860,0,8,1,0.5016,0.5083,0.3483,0.6229,0.933,same NG
867,0,0,1,0.5393,0.4737,0.2549,0.4067,0.8886,same NG
871,2,12,1,0.5248,0.4962,0.3239,0.6421,0.0206,overkill
874,0,0,1,0.4504,0.5256,0.2598,0.4081,0.9007,same NG
882,4,7,1,0.678,0.2539,0.2118,0.239,0.0021,wrongkill
887,0,12,1,0.7835,0.4651,0.1863,0.2138,0.0413,same NG
889,0,0,1,0.4218,0.453,0.2648,0.4155,0.8964,same NG
890,0,0,1,0.5162,0.4576,0.2661,0.4132,0.8935,same NG
891,0,0,1,0.4898,0.4368,0.2692,0.434,0.9042,same NG
905,0,8,1,0.5114,0.4877,0.1979,0.4365,0.9449,same NG
910,0,7,1,0.4941,0.5505,0.2542,0.4982,0.8103,same NG
915,0,8,1,0.5088,0.506,0.1985,0.436,0.9389,same NG
916,0,7,1,0.457,0.452,0.2241,0.4711,0.8629,same NG
919,0,8,1,0.5297,0.5528,0.2018,0.4394,0.9064,same NG
928,0,0,1,0.4708,0.6203,0.3411,0.6149,0.8068,same NG
928,3,12,1,0.4792,0.6173,0.3312,0.6018,0.0019,wrongkill
934,0,0,1,0.5158,0.5048,0.4275,0.6318,0.8061,wrongkill
934,1,12,1,0.5202,0.5068,0.4262,0.626,0.0056,same NG
935,0,5,1,0.5478,0.5124,0.4064,0.5511,0.6807,same NG
936,0,12,1,0.487,0.492,0.4654,0.6569,0.8122,same NG
937,0,0,1,0.4823,0.4706,0.2931,0.3999,0.8901,same NG
938,0,0,1,0.4945,0.5139,0.4427,0.4032,0.8831,same NG
939,1,0,1,0.5068,0.4966,0.1386,0.2149,0.5028,same NG
939,4,7,1,0.3896,0.5483,0.1335,0.219,0.1066,wrongkill
939,10,12,1,0.5062,0.494,0.138,0.213,0.0035,wrongkill
939,14,7,1,0.5073,0.4955,0.1416,0.2169,0.0016,wrongkill
940,0,0,1,0.5101,0.5256,0.1505,0.2162,0.9229,same NG
940,2,12,1,0.5102,0.5268,0.1518,0.2209,0.0012,wrongkill
941,1,0,1,0.753,0.4466,0.1518,0.2169,0.8122,same NG
941,5,12,1,0.7475,0.4439,0.1568,0.2135,0.0139,wrongkill
941,8,7,1,0.755,0.4472,0.1442,0.2139,0.0018,wrongkill
943,0,0,1,0.5008,0.4793,0.2727,0.4178,0.8794,same NG
945,5,7,1,0.5124,0.4818,0.3497,0.5351,0.0012,overkill
946,0,12,1,0.5554,0.5186,0.3488,0.6052,0.9179,same NG
947,0,8,1,0.517,0.5055,0.3144,0.555,0.8789,same NG
948,0,0,1,0.5402,0.4621,0.29,0.3956,0.8894,same NG
949,0,0,1,0.495,0.4537,0.2775,0.4037,0.9065,same NG
953,0,0,1,0.5042,0.4583,0.2766,0.404,0.9075,same NG
954,0,0,1,0.4968,0.4438,0.2819,0.4222,0.9126,same NG
955,0,0,1,0.5009,0.5152,0.2822,0.4009,0.8955,same NG
956,0,0,1,0.4229,0.4445,0.2817,0.4045,0.8649,same NG
957,0,0,1,0.5089,0.4502,0.2786,0.4074,0.9033,same NG
958,0,0,1,0.4964,0.4605,0.2732,0.4023,0.9051,same NG
959,0,0,1,0.4793,0.479,0.2787,0.4179,0.9136,same NG
960,0,0,1,0.4587,0.4868,0.2923,0.412,0.9065,same NG
961,0,0,1,0.4733,0.4772,0.2612,0.3984,0.8991,same NG
962,0,0,1,0.4814,0.4562,0.2716,0.3981,0.8786,same NG
963,0,0,1,0.5024,0.4541,0.2867,0.4078,0.9151,same NG
966,0,8,1,0.4428,0.4807,0.2295,0.3613,0.9213,same NG
967,0,0,1,0.473,0.4829,0.2709,0.4077,0.9082,same NG
968,0,8,1,0.4577,0.6121,0.2408,0.3783,0.9319,same NG
969,0,0,1,0.564,0.4936,0.2833,0.376,0.8736,same NG
971,0,0,1,0.4693,0.4268,0.2793,0.4186,0.9118,same NG
974,0,0,1,0.5103,0.4623,0.2896,0.4201,0.9083,same NG
975,0,0,1,0.4754,0.4877,0.289,0.4093,0.9029,same NG
976,0,0,1,0.4276,0.481,0.4852,0.605,0.8797,same NG
977,0,8,1,0.4658,0.5645,0.4326,0.6398,0.8638,same NG
978,0,12,1,0.5453,0.639,0.2929,0.4716,0.8684,same NG
979,0,0,1,0.5986,0.4862,0.2574,0.3941,0.8614,same NG
983,0,0,1,0.5129,0.5173,0.1322,0.1906,0.9284,same NG
983,1,12,1,0.5129,0.5173,0.1322,0.1906,0.0012,wrongkill
983,3,7,1,0.5129,0.5173,0.1322,0.1906,0.001,wrongkill
984,0,0,1,0.5072,0.4933,0.1307,0.1946,0.8917,same NG
984,1,12,1,0.5078,0.4932,0.1295,0.1942,0.0376,wrongkill
984,4,7,1,0.507,0.4934,0.1314,0.1957,0.0013,wrongkill
985,0,12,1,0.5049,0.4965,0.1368,0.2098,0.5327,same NG
985,1,0,1,0.5044,0.4963,0.1366,0.2089,0.3819,wrongkill
985,4,7,1,0.5052,0.4956,0.1417,0.2135,0.0018,wrongkill
986,0,0,1,0.4843,0.5299,0.1274,0.1907,0.9075,same NG
986,1,12,1,0.4843,0.5299,0.1274,0.1907,0.0013,wrongkill
986,3,7,1,0.4843,0.5299,0.1274,0.1907,0.001,wrongkill
987,0,0,1,0.4563,0.3017,0.1151,0.1858,0.9022,same NG
987,1,0,1,0.5225,0.5093,0.1205,0.1838,0.8922,same NG
987,2,12,1,0.4564,0.3005,0.1164,0.1868,0.0014,wrongkill
987,3,12,1,0.5221,0.5077,0.1207,0.1862,0.0013,wrongkill
988,0,0,1,0.5219,0.4872,0.125,0.192,0.9135,same NG
988,1,12,1,0.522,0.487,0.1257,0.1923,0.0012,wrongkill
989,0,0,1,0.5021,0.5101,0.1204,0.188,0.9008,same NG
989,1,12,1,0.5017,0.5101,0.1202,0.1874,0.0017,wrongkill
990,0,0,1,0.4954,0.5069,0.1239,0.1887,0.9115,same NG
990,1,12,1,0.4954,0.5069,0.1239,0.1887,0.0013,wrongkill
990,3,7,1,0.4954,0.5069,0.1239,0.1887,0.001,wrongkill
991,0,0,1,0.5251,0.4859,0.123,0.1878,0.9131,same NG
991,1,12,1,0.5251,0.4859,0.1233,0.1884,0.0012,wrongkill
992,0,0,1,0.5006,0.5151,0.1149,0.1846,0.8972,same NG
992,1,12,1,0.5002,0.515,0.1149,0.1842,0.0014,wrongkill
993,0,0,1,0.4996,0.4805,0.128,0.1883,0.8995,same NG
993,1,12,1,0.4988,0.48,0.1268,0.19,0.0012,wrongkill
994,0,0,1,0.5136,0.5089,0.126,0.1897,0.9206,same NG
994,1,12,1,0.5136,0.5089,0.126,0.1897,0.0013,wrongkill
994,3,7,1,0.5136,0.5089,0.126,0.1897,0.001,wrongkill
995,0,0,1,0.5146,0.5111,0.1339,0.1961,0.9193,same NG
995,2,12,1,0.5155,0.5109,0.1353,0.1971,0.0021,wrongkill
995,4,7,1,0.5146,0.5111,0.1339,0.1961,0.001,wrongkill
996,0,0,1,0.5195,0.5031,0.1257,0.19,0.9039,same NG
996,1,12,1,0.5194,0.5031,0.1261,0.1901,0.0014,wrongkill
997,0,0,1,0.5023,0.5089,0.1203,0.1872,0.9024,same NG
997,1,12,1,0.5014,0.5089,0.12,0.1872,0.0013,wrongkill
998,0,0,1,0.5225,0.4896,0.1166,0.1845,0.9112,same NG
998,1,12,1,0.5225,0.4895,0.1173,0.1849,0.0013,wrongkill
999,0,0,1,0.518,0.515,0.1237,0.1911,0.9119,same NG
999,1,12,1,0.518,0.5149,0.1239,0.1911,0.0014,wrongkill
999,4,7,1,0.518,0.5149,0.1239,0.1911,0.001,wrongkill
1000,0,0,1,0.5169,0.4966,0.1189,0.184,0.9012,same NG
1000,1,12,1,0.5169,0.4966,0.1189,0.184,0.0014,wrongkill
1000,3,7,1,0.5171,0.4968,0.117,0.1841,0.001,wrongkill
1001,0,0,1,0.5062,0.4997,0.1205,0.1881,0.8969,same NG
1001,1,12,1,0.5064,0.4989,0.121,0.1888,0.0016,wrongkill
1002,0,0,1,0.5207,0.4948,0.1224,0.1897,0.9034,same NG
1002,1,12,1,0.5202,0.4945,0.1225,0.1896,0.0014,wrongkill
1002,4,7,1,0.5208,0.4948,0.1227,0.1896,0.001,wrongkill
1003,0,0,1,0.5156,0.5036,0.1237,0.1938,0.9088,same NG
1003,1,12,1,0.5156,0.5036,0.1237,0.1938,0.0026,wrongkill
1003,5,7,1,0.5156,0.5036,0.1237,0.1938,0.0011,wrongkill
1004,0,0,1,0.5099,0.5019,0.1197,0.1884,0.8984,same NG
1004,1,12,1,0.5099,0.5019,0.1197,0.1884,0.0017,wrongkill
1004,4,7,1,0.5099,0.5019,0.1197,0.1884,0.001,wrongkill
1005,0,0,1,0.5179,0.5105,0.1252,0.1915,0.9069,same NG
1005,1,12,1,0.518,0.5105,0.1255,0.1919,0.0039,wrongkill
1005,4,7,1,0.518,0.5105,0.1255,0.1919,0.0011,wrongkill
1006,0,0,1,0.4921,0.5143,0.1246,0.1883,0.9137,same NG
1006,1,12,1,0.4921,0.5142,0.1248,0.1882,0.0014,wrongkill
1006,4,7,1,0.4921,0.5142,0.1248,0.1882,0.001,wrongkill
1007,0,0,1,0.5194,0.5116,0.1191,0.1804,0.9034,same NG
1007,1,12,1,0.5194,0.5116,0.1191,0.1804,0.0013,wrongkill
1007,3,7,1,0.5194,0.5116,0.1191,0.1804,0.001,wrongkill
1008,0,0,1,0.5075,0.4807,0.1334,0.2019,0.873,same NG
1008,1,12,1,0.5086,0.481,0.1322,0.2005,0.0416,wrongkill
1008,4,7,1,0.5075,0.4808,0.1339,0.2027,0.0013,wrongkill
1009,0,0,1,0.5151,0.4868,0.1192,0.189,0.9139,same NG
1009,1,12,1,0.5151,0.4866,0.1194,0.1888,0.0013,wrongkill
1009,3,7,1,0.5151,0.4866,0.1194,0.1888,0.001,wrongkill
1010,0,0,1,0.49,0.5046,0.1272,0.1896,0.921,same NG
1010,1,12,1,0.4906,0.5043,0.128,0.1901,0.0013,wrongkill
1010,3,7,1,0.49,0.5046,0.1272,0.1896,0.001,wrongkill
1011,0,0,1,0.5183,0.5151,0.1259,0.1923,0.9191,same NG
1011,1,12,1,0.5183,0.515,0.126,0.1924,0.0013,wrongkill
1011,4,7,1,0.5183,0.515,0.126,0.1924,0.001,wrongkill
1012,0,0,1,0.5152,0.5177,0.1251,0.1895,0.9089,same NG
1012,1,12,1,0.5152,0.5177,0.124,0.189,0.0015,wrongkill
1012,4,7,1,0.5152,0.5177,0.1251,0.1895,0.001,wrongkill
1013,0,0,1,0.5153,0.5097,0.1219,0.1906,0.9137,same NG
1013,1,12,1,0.5154,0.5097,0.1224,0.191,0.0083,wrongkill
1013,3,7,1,0.5154,0.5097,0.1224,0.191,0.0012,wrongkill
1014,0,0,1,0.5222,0.5115,0.1468,0.1994,0.9047,same NG
1014,1,12,1,0.5224,0.5107,0.1468,0.2021,0.0013,wrongkill
1015,0,0,1,0.5067,0.5063,0.1258,0.1906,0.913,same NG
1015,1,12,1,0.5067,0.5063,0.1258,0.1906,0.0013,wrongkill
1015,3,7,1,0.5067,0.5063,0.1258,0.1906,0.001,wrongkill
1016,0,0,1,0.5067,0.4828,0.1303,0.196,0.9174,same NG
1016,1,12,1,0.5065,0.4827,0.1303,0.1964,0.0012,wrongkill
1017,0,0,1,0.4853,0.4823,0.1216,0.1922,0.9118,same NG
1017,1,12,1,0.4852,0.4822,0.1207,0.1929,0.0015,wrongkill
1017,3,7,1,0.4853,0.4823,0.1216,0.1922,0.001,wrongkill
1018,0,0,1,0.5045,0.5123,0.1276,0.1952,0.9077,same NG
1018,1,12,1,0.5056,0.5126,0.1262,0.1958,0.0021,wrongkill
1018,4,7,1,0.5042,0.5123,0.1282,0.196,0.001,wrongkill
1019,0,0,1,0.5792,0.7045,0.111,0.1854,0.9137,same NG
1019,1,0,1,0.5131,0.503,0.1149,0.1834,0.9077,same NG
1019,2,12,1,0.5793,0.7045,0.1117,0.1856,0.0014,wrongkill
1019,3,12,1,0.5131,0.503,0.1149,0.1834,0.0014,wrongkill
1019,6,7,1,0.5131,0.503,0.1149,0.1834,0.001,wrongkill
1019,7,7,1,0.5793,0.7045,0.1117,0.1856,0.001,wrongkill
1020,0,0,1,0.4917,0.5183,0.1209,0.1842,0.9038,same NG
1020,1,12,1,0.492,0.5182,0.1202,0.1833,0.0014,wrongkill
1020,3,7,1,0.4917,0.5183,0.1212,0.1841,0.001,wrongkill
1021,0,0,1,0.5061,0.518,0.1227,0.189,0.9104,same NG
1021,1,12,1,0.5061,0.5177,0.1234,0.1882,0.0013,wrongkill
1021,3,7,1,0.506,0.5179,0.1231,0.1894,0.001,wrongkill
1022,0,0,1,0.5222,0.505,0.1234,0.1885,0.8946,same NG
1022,1,12,1,0.5222,0.5049,0.1241,0.1886,0.0013,wrongkill
1023,0,0,1,0.5167,0.4856,0.1256,0.1908,0.9193,same NG
1023,1,12,1,0.5167,0.4856,0.1256,0.1908,0.0013,wrongkill
1023,3,7,1,0.5167,0.4856,0.1256,0.1908,0.001,wrongkill
1024,0,0,1,0.5168,0.5138,0.1525,0.2083,0.9263,same NG
1024,1,12,1,0.517,0.5133,0.1528,0.2108,0.0012,wrongkill
1025,0,0,1,0.5265,0.4992,0.1233,0.189,0.7975,same NG
1025,1,12,1,0.5262,0.4992,0.1239,0.1903,0.0012,wrongkill
1026,0,0,1,0.507,0.5082,0.1252,0.1921,0.9092,same NG
1026,1,12,1,0.5069,0.5082,0.1257,0.1926,0.0014,wrongkill
1026,4,7,1,0.5069,0.5082,0.1257,0.1926,0.001,wrongkill
1027,0,0,1,0.5127,0.5049,0.1322,0.1961,0.928,same NG
1027,1,12,1,0.5128,0.505,0.1325,0.1957,0.0014,wrongkill
1028,0,0,1,0.5122,0.5123,0.1239,0.1883,0.9108,same NG
1028,1,12,1,0.5146,0.5123,0.1259,0.188,0.0051,wrongkill
1028,4,7,1,0.5122,0.5123,0.1242,0.1885,0.0011,wrongkill
1029,0,0,1,0.5184,0.5078,0.1198,0.1861,0.91,same NG
1029,1,12,1,0.5184,0.5078,0.1198,0.1861,0.0013,wrongkill
1029,3,7,1,0.5184,0.5078,0.1198,0.1861,0.001,wrongkill
1030,0,0,1,0.5097,0.4888,0.1225,0.185,0.9053,same NG
1030,1,0,1,0.4434,0.2823,0.117,0.1894,0.8872,same NG
1030,2,12,1,0.443,0.2819,0.1167,0.1909,0.0188,wrongkill
1030,4,12,1,0.5097,0.4888,0.1227,0.1852,0.0013,wrongkill
1030,5,7,1,0.443,0.2819,0.1167,0.1909,0.0013,wrongkill
1030,9,7,1,0.5097,0.4888,0.1227,0.1852,0.001,wrongkill
1031,0,0,1,0.5089,0.5178,0.121,0.1839,0.9158,same NG
1031,1,12,1,0.5089,0.5177,0.1197,0.1829,0.0013,wrongkill
1031,3,7,1,0.5088,0.5178,0.1212,0.1842,0.001,wrongkill
1032,0,0,1,0.5137,0.4955,0.1162,0.1848,0.9099,same NG
1032,1,12,1,0.5137,0.4951,0.1155,0.1838,0.0014,wrongkill
1032,4,7,1,0.5137,0.4954,0.1166,0.1846,0.001,wrongkill
1033,0,0,1,0.5264,0.497,0.1183,0.1885,0.8801,same NG
1033,1,12,1,0.5268,0.4975,0.1185,0.1881,0.0013,wrongkill
1034,0,0,1,0.5167,0.4854,0.1255,0.1897,0.9176,same NG
1034,1,12,1,0.5167,0.4854,0.1255,0.1897,0.0013,wrongkill
1034,3,7,1,0.5167,0.4854,0.1255,0.1897,0.001,wrongkill
1035,0,0,1,0.5061,0.5115,0.1285,0.1932,0.9188,same NG
1035,1,12,1,0.5059,0.5115,0.129,0.1941,0.0043,wrongkill
1035,3,7,1,0.5059,0.5115,0.129,0.1941,0.0011,wrongkill
1036,0,0,1,0.5137,0.506,0.1183,0.188,0.9135,same NG
1036,1,12,1,0.5137,0.506,0.1183,0.188,0.0013,wrongkill
1036,3,7,1,0.5137,0.506,0.1183,0.188,0.001,wrongkill
1037,0,0,1,0.4947,0.5085,0.1192,0.187,0.9041,same NG
1037,1,12,1,0.4947,0.5084,0.1195,0.1872,0.0013,wrongkill
1037,3,7,1,0.4947,0.5084,0.1195,0.1872,0.001,wrongkill
1038,0,0,1,0.5109,0.508,0.1222,0.1878,0.9113,same NG
1038,1,12,1,0.5109,0.508,0.1222,0.1878,0.0014,wrongkill
1038,3,7,1,0.5109,0.508,0.1222,0.1878,0.001,wrongkill
1039,0,0,1,0.5234,0.5085,0.1245,0.1849,0.9062,same NG
1039,1,12,1,0.5235,0.5083,0.1259,0.1861,0.0025,wrongkill
1040,0,0,1,0.4981,0.5151,0.1207,0.1867,0.9013,same NG
1040,1,12,1,0.4981,0.5151,0.1215,0.1869,0.0018,wrongkill
1040,4,7,1,0.4981,0.5151,0.1215,0.1869,0.001,wrongkill
1041,0,0,1,0.5069,0.5246,0.1257,0.1884,0.898,same NG
1041,1,12,1,0.5066,0.5235,0.1272,0.1896,0.0024,wrongkill
1041,5,7,1,0.5067,0.5231,0.1267,0.1886,0.001,wrongkill
1042,0,0,1,0.5138,0.5208,0.1213,0.1849,0.9114,same NG
1042,1,12,1,0.5137,0.521,0.1209,0.1851,0.0013,wrongkill
1042,3,7,1,0.5138,0.5208,0.1213,0.1849,0.001,wrongkill
1043,0,0,1,0.5144,0.4987,0.1208,0.1888,0.9078,same NG
1043,1,12,1,0.5144,0.4987,0.1208,0.1888,0.0013,wrongkill
1043,3,7,1,0.5144,0.4983,0.1208,0.1894,0.001,wrongkill
1044,2,7,1,0.5796,0.7061,0.1211,0.198,0.0132,overkill
1044,4,12,1,0.5173,0.5007,0.1241,0.2042,0.0057,wrongkill
1044,5,12,1,0.5799,0.7027,0.1142,0.1976,0.0055,wrongkill
1045,0,0,1,0.4951,0.5077,0.1203,0.1868,0.9088,same NG
1045,1,0,1,0.5632,0.7137,0.112,0.1739,0.8973,same NG
1045,2,12,1,0.5632,0.7137,0.1125,0.1741,0.0014,wrongkill
1045,3,12,1,0.4951,0.5077,0.1203,0.1868,0.0013,wrongkill
1045,6,7,1,0.5632,0.7137,0.1125,0.1741,0.001,wrongkill
1045,7,7,1,0.4951,0.5077,0.1203,0.1868,0.001,wrongkill
1046,0,5,1,0.4616,0.5781,0.2025,0.14,0.6028,wrongkill
1046,3,12,1,0.507,0.5277,0.1401,0.2054,0.0087,same NG
1047,0,0,1,0.5169,0.5014,0.1174,0.1864,0.8964,same NG
1047,1,12,1,0.5167,0.5008,0.1183,0.1869,0.0013,wrongkill
1047,3,7,1,0.5169,0.5014,0.1174,0.1864,0.001,wrongkill
1048,0,0,1,0.4963,0.5103,0.1204,0.1898,0.9106,same NG
1048,1,12,1,0.4963,0.5103,0.1204,0.1898,0.0013,wrongkill
1049,0,0,1,0.5149,0.5126,0.1185,0.1859,0.9118,same NG
1049,1,12,1,0.5149,0.5126,0.1185,0.1859,0.0014,wrongkill
1049,3,7,1,0.5149,0.5126,0.1185,0.1859,0.001,wrongkill
1050,0,0,1,0.5122,0.4978,0.118,0.1861,0.9058,same NG
1050,1,12,1,0.5125,0.4978,0.1169,0.1855,0.0014,wrongkill
1050,3,7,1,0.5122,0.4977,0.1182,0.1862,0.001,wrongkill
1051,0,0,1,0.512,0.5004,0.1276,0.1926,0.9184,same NG
1051,1,12,1,0.5121,0.5,0.1279,0.1921,0.0012,wrongkill
1052,0,0,1,0.5043,0.5114,0.1188,0.1868,0.9074,same NG
1052,1,12,1,0.5042,0.5114,0.1191,0.1874,0.0013,wrongkill
1052,3,7,1,0.5042,0.5114,0.1191,0.1874,0.001,wrongkill
1053,0,0,1,0.4379,0.3079,0.1134,0.184,0.9137,same NG
1053,1,0,1,0.5019,0.5128,0.124,0.1801,0.9094,same NG
1053,2,12,1,0.4379,0.3079,0.1138,0.1842,0.0014,wrongkill
