Unnamed: 0,x center,y center,width,height,confidence,ImageID,labelID,Area,boxID,Tag,Type,Signature,predTag,Train Comparison,Test Comparison
2163,0.4928,0.4485,0.7314,0.5323,0.8939,724,9,0.3893,0,1,1,C,1,1,
2164,0.4695,0.4937,0.7291,0.5675,0.803,725,9,0.4137,0,1,1,C,1,1,
2165,0.5315,0.4265,0.7275,0.5377,0.8919,726,9,0.3912,0,1,1,C,1,1,
2166,0.5835,0.5516,0.7182,0.5735,0.8621,727,9,0.4119,0,1,1,C,1,1,
2167,0.4917,0.462,0.717,0.5442,0.9179,728,9,0.3902,0,1,1,C,1,,1
2168,0.4877,0.8906,0.6804,0.173,0.0026,728,9,0.1177,1,1,1,C,1,1,
2169,0.4982,0.4351,0.7162,0.5604,0.8999,729,9,0.4013,0,1,1,C,1,1,
2170,0.4664,0.4893,0.6369,0.3258,0.8932,730,8,0.2075,0,1,6,C,1,1,
2171,0.5252,0.469,0.7215,0.5561,0.8903,731,9,0.4012,0,1,1,C,1,1,
2172,0.5112,0.8933,0.7115,0.1797,0.0022,731,9,0.1279,1,1,1,C,1,1,
2173,0.4907,0.4146,0.7208,0.5515,0.9056,732,9,0.3975,0,1,1,C,1,1,
2174,0.4975,0.5642,0.7264,0.5481,0.9104,733,9,0.3981,0,1,1,C,1,1,
2175,0.5171,0.5721,0.7099,0.5306,0.872,734,9,0.3767,0,1,1,C,1,1,
2176,0.4774,0.4525,0.7346,0.558,0.8078,735,9,0.4099,0,1,1,C,1,1,
2177,0.5822,0.5125,0.7081,0.5546,0.9038,736,9,0.3927,0,1,1,C,1,1,
2178,0.4819,0.4748,0.6912,0.564,0.8954,737,9,0.3899,0,1,1,C,1,1,
2179,0.4988,0.4117,0.7226,0.5522,0.9193,738,9,0.399,0,1,1,C,1,,1
2180,0.4415,0.4914,0.7079,0.527,0.893,739,9,0.3731,0,1,1,C,1,1,
2181,0.4356,0.5999,0.7094,0.4999,0.8634,740,9,0.3547,0,1,1,C,1,1,
2182,0.4741,0.5605,0.6294,0.3185,0.7814,741,8,0.2005,0,1,6,C,1,1,
2183,0.5229,0.591,0.6734,0.3402,0.8307,742,8,0.2291,0,1,6,C,1,1,
2184,0.4804,0.5689,0.7302,0.5234,0.8676,743,9,0.3822,0,1,1,C,1,,1
2185,0.6109,0.5107,0.6563,0.3791,0.8592,744,8,0.2488,0,1,6,C,1,1,
2186,0.5039,0.5915,0.646,0.2967,0.9152,745,8,0.1916,0,1,6,C,1,1,
2187,0.5072,0.4405,0.6398,0.3252,0.893,746,8,0.2081,0,1,6,C,1,1,
2188,0.5206,0.9069,0.6907,0.1463,0.0012,746,8,0.1011,1,0,2,C,0,1,
2189,0.5071,0.4402,0.636,0.3265,0.0011,746,9,0.2077,2,0,0,C,0,1,
2190,0.5173,0.4382,0.6236,0.3104,0.8392,747,8,0.1936,0,1,6,C,1,,1
2191,0.4376,0.4931,0.6274,0.2895,0.8742,748,8,0.1816,0,1,6,C,1,1,
2192,0.4854,0.5092,0.6179,0.3224,0.8991,749,8,0.1992,0,1,6,C,1,1,
2193,0.5013,0.5149,0.7284,0.5715,0.7724,750,0,0.4163,0,1,6,C,1,,1
2194,0.5004,0.5057,0.7159,0.571,0.1566,750,11,0.4088,1,0,4,C,0,1,
2195,0.5013,0.5149,0.7284,0.5715,0.0073,750,9,0.4163,2,0,0,C,0,1,
2196,0.5013,0.5149,0.7284,0.5715,0.0033,750,5,0.4163,3,0,4,C,0,1,
2197,0.5004,0.5057,0.7159,0.571,0.0018,750,2,0.4088,4,0,4,C,1,,0
2198,0.5013,0.5149,0.7284,0.5715,0.0013,750,7,0.4163,5,1,5,C,1,1,
2199,0.4374,0.5945,0.5011,0.5753,0.5299,751,5,0.2883,0,1,6,C,1,1,
2200,0.5895,0.3999,0.4736,0.5663,0.6245,752,5,0.2682,0,1,6,C,1,1,
2201,0.4041,0.64,0.6001,0.603,0.4658,753,5,0.3618,0,1,6,C,1,1,
2202,0.3449,0.6732,0.2715,0.5139,0.8995,754,0,0.1395,0,1,6,C,1,,1
2203,0.6353,0.5877,0.3668,0.5634,0.8541,755,9,0.2067,0,1,1,C,1,1,
2204,0.3161,0.476,0.3747,0.5827,0.7241,755,9,0.2183,1,1,1,C,1,1,
2205,0.6339,0.5879,0.3707,0.5664,0.0049,755,8,0.21,2,0,2,C,0,,1
2206,0.3161,0.4761,0.3764,0.5834,0.0048,755,8,0.2196,3,0,2,C,0,1,
2207,0.4613,0.5343,0.2729,0.597,0.9176,756,8,0.1629,0,1,6,C,1,1,
2208,0.9624,0.4576,0.0466,0.4783,0.002,756,9,0.0223,1,1,1,C,1,,1
2209,0.4075,0.436,0.2659,0.5708,0.9159,757,8,0.1517,0,1,6,C,1,,1
2210,0.4539,0.5142,0.2764,0.577,0.916,758,8,0.1595,0,1,6,C,1,,1
2211,0.1475,0.5966,0.2375,0.63,0.002,758,8,0.1496,1,0,2,C,0,1,
2212,0.4717,0.477,0.2739,0.579,0.9138,759,8,0.1586,0,1,6,C,1,1,
2213,0.4269,0.4748,0.2708,0.5803,0.9153,760,8,0.1572,0,1,6,C,1,1,
2214,0.4565,0.4819,0.2741,0.5853,0.9177,761,8,0.1604,0,1,6,C,1,1,
2215,0.7764,0.4015,0.2695,0.6075,0.0039,761,8,0.1637,1,0,2,C,0,1,
2216,0.4079,0.4551,0.2697,0.5816,0.9124,762,8,0.1568,0,1,6,C,1,1,
2217,0.4317,0.5207,0.2771,0.5873,0.9196,763,8,0.1628,0,1,6,C,1,1,
2218,0.5004,0.4671,0.2706,0.5724,0.9166,764,8,0.1549,0,1,6,C,1,,1
2219,0.1819,0.5496,0.2609,0.6185,0.0031,764,8,0.1614,1,0,2,C,0,1,
2220,0.4234,0.5671,0.28,0.5946,0.9081,765,8,0.1665,0,1,6,C,1,1,
2221,0.5236,0.4838,0.2654,0.5709,0.9016,766,8,0.1516,0,1,6,C,1,1,
2222,0.4805,0.5126,0.2631,0.5805,0.9053,767,8,0.1527,0,1,6,C,1,1,
2223,0.7983,0.4341,0.2586,0.6042,0.0031,767,8,0.1562,1,0,2,C,0,1,
2224,0.4715,0.4742,0.2722,0.5887,0.9134,768,8,0.1603,0,1,6,C,1,1,
2225,0.7959,0.3926,0.2506,0.5998,0.0012,768,8,0.1503,1,0,2,C,0,,1
2226,0.5358,0.4792,0.4822,0.8231,0.8491,769,8,0.3969,0,1,6,C,1,1,
2227,0.38,0.6841,0.3375,0.506,0.7962,770,0,0.1708,0,1,6,C,1,1,
2228,0.5291,0.6992,0.5223,0.502,0.0178,770,11,0.2622,1,0,2,C,0,1,
2229,0.38,0.6841,0.3375,0.506,0.7962,771,0,0.1708,0,1,6,C,1,,1
2230,0.5291,0.6992,0.5223,0.502,0.0178,771,11,0.2622,1,0,2,C,0,,1
2231,0.273,0.6215,0.4445,0.5366,0.7995,772,11,0.2385,0,0,2,C,1,0,
2232,0.2729,0.6213,0.4449,0.5361,0.0083,772,2,0.2385,1,0,2,C,1,0,
2233,0.273,0.6205,0.4479,0.5379,0.0013,772,4,0.241,2,0,2,C,1,0,
2234,0.2709,0.6189,0.4472,0.5541,0.0011,772,8,0.2478,3,0,2,C,0,1,
2235,0.3512,0.6858,0.2822,0.5422,0.6445,773,0,0.153,0,1,5,C,1,1,
2236,0.3513,0.6855,0.2816,0.5405,0.3146,773,12,0.1522,1,1,6,C,1,,1
2237,0.3513,0.6855,0.2816,0.5405,0.0018,773,8,0.1522,2,0,4,C,0,1,
2238,0.3513,0.6855,0.2816,0.5405,0.0011,773,7,0.1522,3,0,4,C,0,1,
2239,0.3513,0.6855,0.2816,0.5405,0.0011,773,5,0.1522,4,0,4,C,0,1,
2240,0.3593,0.6681,0.2606,0.503,0.884,774,0,0.1311,0,1,6,C,1,1,
2241,0.3891,0.6835,0.3113,0.5015,0.8568,775,0,0.1561,0,1,6,C,1,,1
2242,0.5349,0.5412,0.3651,0.7008,0.904,776,8,0.2558,0,1,6,C,1,,1
2243,0.5019,0.4744,0.3624,0.6697,0.9244,777,8,0.2427,0,1,6,C,1,1,
2244,0.5303,0.5682,0.3562,0.6541,0.884,778,8,0.233,0,1,6,C,1,1,
2245,0.4951,0.428,0.5523,0.6134,0.4016,779,5,0.3387,0,1,6,C,1,1,
2246,0.3651,0.7104,0.2947,0.4993,0.8736,780,0,0.1471,0,1,6,C,1,1,
2247,0.3652,0.7104,0.2945,0.5004,0.0014,780,12,0.1474,1,1,5,C,1,1,
2248,0.3651,0.7104,0.2947,0.4993,0.8736,781,0,0.1471,0,1,6,C,1,1,
2249,0.3652,0.7104,0.2945,0.5004,0.0014,781,12,0.1474,1,1,5,C,1,,1
2250,0.5034,0.4839,0.5017,0.7713,0.3204,782,5,0.387,0,1,6,C,0,0,
2251,0.5486,0.7447,0.5755,0.4381,0.0012,782,11,0.2522,1,0,2,C,0,1,
2252,0.4563,0.4839,0.3796,0.5832,0.8679,783,0,0.2214,0,1,6,C,1,1,
2253,0.4562,0.4834,0.3787,0.5763,0.001,783,12,0.2183,1,1,5,C,1,,1
2254,0.4354,0.464,0.5251,0.2777,0.9005,784,8,0.1458,0,1,6,C,1,1,
2255,0.5039,0.4817,0.532,0.2757,0.9022,785,8,0.1467,0,1,6,C,1,1,
2256,0.5073,0.8788,0.5187,0.1872,0.0169,785,8,0.0971,1,0,2,C,0,1,
2257,0.5203,0.4799,0.5643,0.357,0.889,786,12,0.2015,0,1,6,C,1,1,
2258,0.51,0.8477,0.5764,0.2509,0.0097,786,8,0.1446,1,0,2,C,0,,1
2259,0.5203,0.4799,0.5643,0.357,0.0017,786,1,0.2015,2,0,4,C,0,,1
2260,0.4236,0.4196,0.3977,0.6183,0.8679,787,9,0.2459,0,1,1,C,1,1,
2261,0.4263,0.4194,0.3945,0.6168,0.0016,787,0,0.2433,1,0,2,C,0,,1
2262,0.4235,0.4196,0.3997,0.6185,0.0015,787,5,0.2472,2,0,2,C,0,1,
2263,0.5046,0.482,0.4017,0.6583,0.771,788,12,0.2645,0,1,6,C,1,1,
2264,0.5046,0.482,0.4017,0.6583,0.1192,788,0,0.2645,1,1,5,C,0,0,
2265,0.1963,0.6172,0.3552,0.6428,0.004,788,9,0.2283,2,1,1,C,1,1,
2266,0.5097,0.4826,0.3352,0.6424,0.0018,788,8,0.2153,3,0,4,C,0,1,
2267,0.1963,0.6172,0.3552,0.6428,0.0015,788,0,0.2283,4,0,2,C,0,1,
2268,0.4918,0.2682,0.4229,0.4511,0.0013,788,5,0.1907,5,0,2,C,0,1,
2269,0.3923,0.6254,0.265,0.5903,0.89,789,12,0.1564,0,1,6,C,1,1,
2270,0.3972,0.6099,0.2614,0.5765,0.0792,789,0,0.1507,1,1,5,C,1,1,
2271,0.3913,0.6252,0.2643,0.5834,0.0016,789,8,0.1542,2,0,4,C,0,,1
2272,0.3269,0.6699,0.2686,0.5058,0.8312,790,0,0.1359,0,1,5,C,1,1,
2273,0.3561,0.7051,0.2998,0.4891,0.8528,791,0,0.1466,0,1,6,C,1,1,
2274,0.38,0.6349,0.2652,0.5244,0.8978,792,0,0.1391,0,1,6,C,1,1,
2275,0.3864,0.6515,0.2427,0.5062,0.8793,793,0,0.1228,0,1,6,C,1,1,
2276,0.3799,0.6451,0.2542,0.5172,0.8503,794,0,0.1315,0,1,6,C,1,1,
2277,0.3541,0.6762,0.258,0.509,0.9034,795,0,0.1313,0,1,6,C,1,1,
2278,0.3569,0.6719,0.2368,0.5091,0.898,796,0,0.1205,0,1,6,C,1,1,
2279,0.3141,0.6788,0.3022,0.5068,0.8694,797,0,0.1531,0,1,6,C,1,1,
2280,0.2871,0.3446,0.2942,0.4586,0.752,798,5,0.1349,0,1,6,C,1,1,
2281,0.5951,0.3745,0.2182,0.3523,0.5838,798,5,0.0769,1,0,2,C,1,0,
2282,0.5528,0.6077,0.3824,0.5982,0.8749,799,9,0.2287,0,1,1,C,1,1,
2283,0.5538,0.611,0.3867,0.6063,0.0011,799,8,0.2345,1,0,2,C,0,,1
2284,0.5017,0.4934,0.1142,0.2466,0.891,800,12,0.0282,0,1,6,C,1,,1
2285,0.3748,0.4738,0.1384,0.2606,0.7326,800,9,0.0361,1,1,1,C,1,1,
2286,0.6273,0.5064,0.1291,0.2766,0.6037,800,8,0.0357,2,1,6,C,0,0,
2287,0.5021,0.4932,0.1154,0.246,0.0231,800,0,0.0284,3,1,5,C,0,,0
2288,0.6248,0.5066,0.1285,0.2749,0.0159,800,9,0.0353,4,0,0,C,0,1,
2289,0.5016,0.4938,0.1126,0.2466,0.0043,800,8,0.0278,5,0,4,C,0,1,
2290,0.1472,0.9177,0.2143,0.1042,0.0034,800,12,0.0223,6,0,2,C,0,1,
2291,0.5016,0.4938,0.1126,0.2466,0.0032,800,1,0.0278,7,0,4,C,0,1,
2292,0.6248,0.5066,0.1285,0.2749,0.0031,800,12,0.0353,8,0,4,C,0,1,
2293,0.3748,0.4738,0.1384,0.2606,0.0021,800,8,0.0361,9,0,2,C,0,1,
2294,0.5016,0.4938,0.1126,0.2466,0.0018,800,7,0.0278,10,0,4,C,1,0,
2295,0.9613,0.5569,0.0521,0.3295,0.0012,800,9,0.0172,11,1,1,C,1,1,
2296,0.3758,0.4761,0.1375,0.2588,0.0012,800,0,0.0356,12,0,2,C,0,1,
2297,0.5016,0.4938,0.1126,0.2466,0.0011,800,5,0.0278,13,0,4,C,0,1,
2298,0.5019,0.4936,0.1153,0.2489,0.0011,800,9,0.0287,14,0,0,C,0,1,
2299,0.485,0.5219,0.4913,0.8329,0.8791,801,8,0.4092,0,1,6,C,1,,1
2300,0.4071,0.5886,0.4706,0.5429,0.6622,802,5,0.2555,0,1,6,C,1,1,
2301,0.6335,0.5367,0.1198,0.2379,0.9208,803,9,0.0285,0,1,1,C,1,1,
2302,0.5147,0.5179,0.117,0.2391,0.9199,803,0,0.028,1,1,6,C,1,1,
2303,0.7566,0.5511,0.1249,0.2749,0.796,803,8,0.0343,2,1,6,C,1,1,
2304,0.0502,0.1892,0.077,0.2353,0.3657,803,9,0.0181,3,1,1,C,1,,1
2305,0.7568,0.5502,0.1261,0.2786,0.0111,803,9,0.0351,4,0,0,C,1,0,
2306,0.0537,0.1891,0.0679,0.2338,0.0077,803,0,0.0159,5,0,2,C,0,1,
2307,0.0502,0.1892,0.077,0.2353,0.002,803,12,0.0181,6,0,2,C,0,1,
2308,0.0504,0.1894,0.0741,0.2331,0.0019,803,8,0.0173,7,0,2,C,0,1,
2309,0.5148,0.5179,0.1175,0.2387,0.0017,803,12,0.028,8,1,5,C,1,1,
2310,0.5148,0.5179,0.1175,0.2387,0.0015,803,8,0.028,9,0,4,C,0,1,
2311,0.0537,0.1891,0.0679,0.2338,0.0012,803,5,0.0159,10,0,2,C,0,1,
2312,0.5148,0.5179,0.1175,0.2387,0.0011,803,5,0.028,11,0,4,C,0,1,
2313,0.6335,0.5366,0.1199,0.2381,0.001,803,1,0.0285,12,0,2,C,0,1,
2314,0.9626,0.5884,0.0454,0.302,0.001,803,9,0.0137,13,1,1,C,1,1,
2315,0.5158,0.5181,0.1166,0.2391,0.001,803,9,0.0279,14,0,0,C,0,,1
2316,0.5148,0.5179,0.1175,0.2387,0.001,803,7,0.028,15,1,5,C,1,1,
2317,0.5092,0.4918,0.1232,0.2499,0.9153,804,0,0.0308,0,1,6,C,1,1,
2318,0.3865,0.4751,0.1392,0.2532,0.9097,804,9,0.0352,1,1,1,C,1,1,
2319,0.6325,0.5064,0.1402,0.2977,0.8549,804,8,0.0417,2,1,6,C,1,1,
2320,0.6342,0.5062,0.136,0.2957,0.0131,804,9,0.0402,3,0,0,C,0,1,
2321,0.6304,0.5072,0.1364,0.2878,0.0035,804,0,0.0392,4,0,4,C,0,,1
2322,0.9613,0.558,0.0555,0.3148,0.0021,804,9,0.0175,5,1,1,C,1,1,
2323,0.9622,0.5564,0.0551,0.3322,0.0015,804,8,0.0183,6,0,2,C,0,1,
2324,0.5078,0.4906,0.122,0.2479,0.0014,804,12,0.0303,7,1,5,C,1,1,
2325,0.5093,0.4911,0.1263,0.2489,0.0013,804,9,0.0314,8,0,0,C,0,1,
2326,0.5091,0.4917,0.1228,0.2497,0.0011,804,5,0.0307,9,0,4,C,0,1,
2327,0.3874,0.4739,0.1404,0.2544,0.0011,804,0,0.0357,10,0,2,C,0,1,
2328,0.3723,0.4892,0.1618,0.3171,0.9195,805,0,0.0513,0,1,6,C,1,1,
2329,0.6381,0.4838,0.1394,0.2841,0.8289,805,8,0.0396,1,1,6,C,1,1,
2330,0.5051,0.5077,0.1546,0.3302,0.0917,805,0,0.0511,2,1,6,C,0,0,
2331,0.6378,0.4834,0.1391,0.2806,0.011,805,9,0.039,3,0,0,C,1,0,
2332,0.6353,0.4844,0.1361,0.2888,0.0102,805,0,0.0393,4,0,4,C,0,1,
2333,0.8871,0.5175,0.142,0.2903,0.0036,805,9,0.0412,5,1,1,C,1,1,
2334,0.4912,0.5066,0.1574,0.3391,0.0019,805,9,0.0534,6,0,0,C,0,1,
2335,0.9638,0.5354,0.0477,0.3155,0.0016,805,8,0.0151,7,0,2,C,0,1,
2336,0.6374,0.4833,0.1364,0.2761,0.0013,805,12,0.0377,8,0,4,C,0,1,
2337,0.7586,0.5028,0.1348,0.2749,0.0013,805,9,0.0371,9,1,1,C,1,1,
2338,0.3723,0.4894,0.1587,0.3179,0.0011,805,5,0.0504,10,0,4,C,0,1,
2339,0.6374,0.4833,0.1364,0.2761,0.001,805,1,0.0377,11,0,4,C,0,1,
2340,0.4947,0.5312,0.1188,0.2491,0.7121,806,12,0.0296,0,1,6,C,1,1,
2341,0.9528,0.8486,0.0485,0.2416,0.4761,806,9,0.0117,1,1,1,C,1,,1
2342,0.4942,0.5325,0.1173,0.252,0.2653,806,0,0.0296,2,1,5,C,1,1,
2343,0.9526,0.8486,0.0493,0.2417,0.0594,806,0,0.0119,3,0,2,C,0,1,
2344,0.2508,0.955,0.255,0.0826,0.0534,806,9,0.0211,4,1,1,C,1,1,
2345,0.4953,0.5317,0.1167,0.2504,0.0083,806,8,0.0292,5,0,4,C,0,,1
2346,0.9557,0.8479,0.0536,0.2469,0.0027,806,8,0.0132,6,0,2,C,0,1,
2347,0.9526,0.8486,0.0493,0.2417,0.0026,806,12,0.0119,7,0,2,C,0,1,
2348,0.4948,0.5333,0.1179,0.2572,0.0024,806,1,0.0303,8,0,4,C,0,1,
2349,0.4954,0.5313,0.117,0.2522,0.002,806,7,0.0295,9,0,4,C,1,0,
2350,0.9526,0.8486,0.0493,0.2417,0.0016,806,7,0.0119,10,0,2,C,0,1,
2351,0.4954,0.5313,0.117,0.2522,0.0014,806,5,0.0295,11,0,4,C,0,,1
2352,0.9557,0.8479,0.0536,0.2469,0.0013,806,5,0.0132,12,0,2,C,0,1,
2353,0.4953,0.5317,0.1167,0.2504,0.0011,806,9,0.0292,13,0,0,C,0,,1
2354,0.5136,0.5127,0.1482,0.3615,0.8206,807,0,0.0536,0,1,6,C,1,,1
2355,0.2676,0.9146,0.2419,0.1251,0.6331,807,9,0.0303,1,1,1,C,1,1,
2356,0.9484,0.882,0.06,0.1751,0.0968,807,0,0.0105,2,0,2,C,0,1,
2357,0.9484,0.882,0.06,0.1751,0.0075,807,9,0.0105,3,1,1,C,1,1,
2358,0.9484,0.882,0.06,0.1751,0.0032,807,12,0.0105,4,0,2,C,0,1,
2359,0.9465,0.8845,0.0618,0.1749,0.0025,807,8,0.0108,5,0,2,C,0,1,
2360,0.2681,0.9157,0.2408,0.1181,0.0019,807,8,0.0284,6,0,2,C,0,1,
2361,0.5136,0.5127,0.1482,0.3615,0.0016,807,9,0.0536,7,0,0,C,0,1,
2362,0.9466,0.8844,0.0619,0.1739,0.0012,807,7,0.0108,8,0,2,C,0,1,
2363,0.5145,0.5139,0.1468,0.3547,0.0011,807,12,0.0521,9,1,5,C,1,1,
2364,0.5478,0.5187,0.3994,0.7065,0.9008,808,8,0.2822,0,1,6,C,1,,1
2365,0.2242,0.3865,0.374,0.6698,0.8382,808,8,0.2505,1,1,6,C,1,1,
2366,0.8701,0.6761,0.2413,0.6241,0.1836,808,8,0.1506,2,0,2,C,0,1,
2367,0.5278,0.4118,0.4072,0.6535,0.8859,809,9,0.2661,0,1,1,C,1,1,
2368,0.4897,0.4841,0.2735,0.5286,0.9061,810,8,0.1446,0,1,6,C,1,,1
2369,0.4954,0.5064,0.2788,0.5184,0.9,811,8,0.1445,0,1,6,C,1,,1
2370,0.5449,0.472,0.4342,0.7475,0.8869,812,8,0.3246,0,1,6,C,1,1,
2371,0.502,0.9688,0.5132,0.0907,0.0017,812,8,0.0466,1,0,2,C,0,1,
2372,0.5447,0.4719,0.4372,0.7478,0.001,812,12,0.3269,2,0,4,C,1,0,
2373,0.5274,0.5491,0.3664,0.6779,0.8286,813,8,0.2484,0,1,6,C,1,,1
2374,0.4846,0.4518,0.3556,0.5407,0.8133,814,0,0.1922,0,1,6,C,1,1,
2375,0.4318,0.5074,0.3437,0.516,0.7549,815,0,0.1774,0,1,6,C,1,1,
2376,0.5385,0.5277,0.3478,0.5917,0.8885,816,8,0.2058,0,1,6,C,1,1,
2377,0.2665,0.4,0.3462,0.5737,0.8366,816,8,0.1986,1,1,6,C,1,1,
2378,0.8211,0.6538,0.3027,0.5778,0.7836,816,8,0.1749,2,1,6,C,1,1,
2379,0.798,0.1398,0.3344,0.2193,0.0041,816,8,0.0733,3,0,2,C,0,1,
2380,0.4122,0.4807,0.4589,0.6504,0.8731,817,12,0.2985,0,1,6,C,1,1,
2381,0.4123,0.4809,0.4611,0.6502,0.0062,817,0,0.2998,1,1,5,C,0,,0
2382,0.4318,0.5074,0.3437,0.516,0.7549,818,0,0.1774,0,1,6,C,1,1,
2383,0.4083,0.4109,0.3436,0.5479,0.8798,819,9,0.1882,0,1,1,C,1,1,
2384,0.4448,0.5104,0.3741,0.5681,0.8647,820,0,0.2126,0,1,6,C,1,1,
2385,0.5022,0.5028,0.1182,0.2475,0.9004,821,8,0.0292,0,1,6,C,1,,1
2386,0.2666,0.8245,0.2025,0.1319,0.513,821,8,0.0267,1,0,2,C,0,1,
2387,0.2565,0.9442,0.2031,0.0813,0.0601,821,8,0.0165,2,0,2,C,0,1,
2388,0.9621,0.8979,0.0364,0.1258,0.0383,821,9,0.0046,3,1,1,C,1,1,
2389,0.9594,0.83,0.0464,0.2519,0.0306,821,8,0.0117,4,0,2,C,0,1,
2390,0.9522,0.8251,0.0526,0.2631,0.0062,821,0,0.0138,5,0,2,C,0,1,
2391,0.2221,0.6445,0.0914,0.101,0.0041,821,8,0.0092,6,0,2,C,0,1,
2392,0.3385,0.3746,0.1535,0.1405,0.0017,821,8,0.0216,7,0,2,C,0,1,
2393,0.9667,0.7573,0.0284,0.1366,0.0013,821,9,0.0039,8,1,1,C,1,1,
2394,0.4477,0.4758,0.4118,0.6567,0.8834,822,9,0.2705,0,1,1,C,1,1,
2395,0.6738,0.8508,0.1825,0.1373,0.8136,823,0,0.0251,0,1,5,C,1,1,
2396,0.6709,0.8516,0.1692,0.1317,0.4441,823,12,0.0223,1,1,6,C,1,1,
2397,0.6709,0.8516,0.1692,0.1317,0.0046,823,8,0.0223,2,0,4,C,0,1,
2398,0.6709,0.8516,0.1692,0.1317,0.0018,823,7,0.0223,3,0,4,C,0,1,
2399,0.6739,0.8512,0.1708,0.1327,0.0017,823,9,0.0227,4,0,0,C,0,1,
2400,0.6709,0.8516,0.1692,0.1317,0.0014,823,1,0.0223,5,0,4,C,0,1,
2401,0.614,0.0742,0.118,0.0995,0.001,823,0,0.0117,6,0,2,C,0,1,
2402,0.7254,0.8777,0.1827,0.1425,0.9148,824,9,0.026,0,1,1,C,1,1,
2403,0.7252,0.8787,0.1803,0.1428,0.0037,824,0,0.0257,1,0,2,C,0,1,
2404,0.5916,0.6088,0.3733,0.5931,0.8695,825,9,0.2214,0,1,1,C,1,1,
2405,0.5921,0.6124,0.378,0.6023,0.001,825,8,0.2277,1,0,2,C,0,1,
2406,0.4606,0.4484,0.3998,0.6305,0.8689,826,9,0.252,0,1,1,C,1,1,
2407,0.5409,0.5214,0.4111,0.6436,0.9036,827,9,0.2646,0,1,1,C,1,1,
2408,0.5363,0.4645,0.5394,0.6897,0.3059,828,11,0.372,0,1,6,C,1,1,
2409,0.5126,0.4667,0.5011,0.6825,0.0345,828,5,0.342,1,1,5,C,0,0,
2410,0.5495,0.6389,0.3858,0.4456,0.0018,828,2,0.1719,2,0,2,C,1,0,
2411,0.4773,0.4664,0.2827,0.5286,0.9175,829,8,0.1494,0,1,6,C,1,1,
2412,0.5514,0.4954,0.2804,0.5175,0.9206,830,8,0.1451,0,1,6,C,1,1,
2413,0.4741,0.5387,0.2902,0.5244,0.9106,831,8,0.1522,0,1,6,C,1,1,
2414,0.4534,0.5332,0.2868,0.4913,0.9192,832,8,0.1409,0,1,6,C,1,1,
2415,0.7188,0.4352,0.2863,0.5017,0.0237,832,8,0.1437,1,0,2,C,0,1,
2416,0.432,0.5079,0.2856,0.503,0.9169,833,8,0.1436,0,1,6,C,1,1,
2417,0.7059,0.3943,0.2858,0.5005,0.7111,833,8,0.1431,1,0,2,C,1,0,
2418,0.4181,0.4807,0.2753,0.4921,0.9362,834,8,0.1355,0,1,6,C,1,1,
2419,0.6959,0.3689,0.28,0.4946,0.2513,834,8,0.1385,1,0,2,C,0,1,
2420,0.5569,0.5249,0.2822,0.5042,0.9159,835,8,0.1423,0,1,6,C,1,1,
2421,0.282,0.6459,0.287,0.5258,0.003,835,8,0.1509,1,0,2,C,0,1,
2422,0.3933,0.5543,0.2975,0.4566,0.8984,836,9,0.1359,0,1,1,C,1,,1
2423,0.6639,0.4561,0.3171,0.4803,0.7779,836,9,0.1523,1,1,1,C,1,1,
2424,0.1448,0.6689,0.2712,0.4832,0.0482,836,9,0.1311,2,1,1,C,1,1,
2425,0.6639,0.456,0.3178,0.4809,0.0012,836,8,0.1528,3,0,2,C,0,1,
2426,0.3943,0.5511,0.3055,0.4735,0.0011,836,8,0.1446,4,0,2,C,0,1,
2427,0.5855,0.5879,0.2799,0.4995,0.9349,837,8,0.1398,0,1,6,C,1,1,
2428,0.5018,0.4988,0.2841,0.4885,0.922,838,8,0.1388,0,1,6,C,1,,1
2429,0.559,0.5152,0.2945,0.5111,0.9412,839,8,0.1505,0,1,6,C,1,1,
2430,0.2832,0.6259,0.3018,0.5297,0.0058,839,8,0.1599,1,0,2,C,0,1,
2431,0.4581,0.4829,0.2823,0.5089,0.9339,840,8,0.1436,0,1,6,C,1,1,
2432,0.7292,0.3775,0.2765,0.5086,0.0013,840,8,0.1406,1,0,2,C,0,1,
2433,0.5492,0.5276,0.4107,0.6725,0.8769,841,8,0.2762,0,1,6,C,1,1,
2434,0.2348,0.3909,0.3922,0.6169,0.8319,841,8,0.2419,1,1,6,C,1,1,
2435,0.8599,0.6678,0.2809,0.5586,0.1436,841,8,0.1569,2,0,2,C,0,1,
2436,0.4421,0.4377,0.3846,0.6551,0.8179,842,0,0.2519,0,1,6,C,1,1,
2437,0.4411,0.4341,0.3852,0.6592,0.0673,842,12,0.2539,1,1,5,C,1,1,
2438,0.4373,0.4369,0.3895,0.6559,0.0012,842,8,0.2555,2,0,4,C,0,1,
2439,0.4418,0.5584,0.2811,0.4843,0.9334,843,8,0.1361,0,1,6,C,1,1,
2440,0.577,0.5412,0.2769,0.497,0.9198,844,8,0.1376,0,1,6,C,1,1,
2441,0.5083,0.2532,0.4641,0.3731,0.5371,845,5,0.1732,0,1,6,C,1,1,
2442,0.191,0.178,0.335,0.2604,0.2405,845,5,0.0872,1,0,2,C,0,,1
2443,0.5196,0.5885,0.4174,0.4453,0.0625,845,5,0.1859,2,1,6,C,0,0,
